Instance,Algorithm,Run,FinalFitness,OptimalFitness,GapToOptimal(%),GapToOptimal_Alt(%),%OptimumAchieved,TimeMs,Evaluations,Steps
bur26a,H,12,6282437,5426670,15.769652475643442,13.621577104553536,86.37842289544646,0.1625,38027,0
bur26a,H,13,5930696,5426670,9.287942697823896,8.498597803697914,91.50140219630208,0.1681,38027,0
bur26a,H,14,6146208,5426670,13.25929160977174,11.70702325726692,88.29297674273307,0.1577,38027,0
bur26a,H,15,6202918,5426670,14.30431553788972,12.514239266100244,87.48576073389975,0.168,38027,0
bur26a,H,16,6282437,5426670,15.769652475643442,13.621577104553536,86.37842289544646,0.1657,38027,0
bur26a,H,17,6390792,5426670,17.766365008375303,15.086111392766345,84.91388860723366,0.1587,38027,0
bur26a,H,18,5970031,5426670,10.012788689933236,9.101477027506222,90.89852297249378,0.1622,38027,0
bur26a,H,19,6202918,5426670,14.30431553788972,12.514239266100244,87.48576073389975,0.161,38027,0
bur26a,H,20,5930696,5426670,9.287942697823896,8.498597803697914,91.50140219630208,0.177,38027,0
bur26a,G-2swap,1,5731356,5426670,5.614603430833273,5.316124142349559,94.68387585765045,0.0739,43,10
bur26a,G-2swap,2,5763895,5426670,6.214216084633855,5.850644399316781,94.14935560068322,0.0694,43,10
bur26a,G-2swap,3,5707149,5426670,5.168528766259971,4.914520367349792,95.0854796326502,0.062,44,10
bur26a,G-2swap,4,5733648,5426670,5.656839277125751,5.353973595867761,94.64602640413223,0.0664,46,10
bur26a,G-2swap,5,5731620,5426670,5.619468292709894,5.320485307818732,94.67951469218127,0.087,42,10
bur26a,G-2swap,6,5821509,5426670,7.275898479177838,6.7824167239112745,93.21758327608872,0.0546,40,10
bur26a,G-2swap,7,5752004,5426670,5.995094597607741,5.65601136577791,94.34398863422209,0.0491,35,10
bur26a,G-2swap,8,5720306,5426670,5.410979477285333,5.133221894073499,94.8667781059265,0.0753,60,10
bur26a,G-2swap,9,5627895,5426670,3.7080751178899765,3.575493146194092,96.42450685380591,0.1003,53,10
bur26a,G-2swap,10,5636494,5426670,3.8665332515152016,3.7225977708838154,96.27740222911618,0.0581,41,10
bur26a,G-2swap,11,5704451,5426670,5.118811352081479,4.869548357940142,95.13045164205985,0.0541,48,10
bur26a,G-2swap,12,5726124,5426670,5.518190713642068,5.229610815273997,94.770389184726,0.0663,42,10
bur26a,G-2swap,13,5763622,5426670,6.209185375193258,5.846184916359886,94.15381508364011,0.0506,44,10
bur26a,G-2swap,14,5636537,5426670,3.867325634320863,3.723332251699936,96.27666774830006,0.0472,43,10
bur26a,G-2swap,15,5735162,5426670,5.684738522887885,5.378958780937661,94.62104121906233,0.05,47,10
bur26a,G-2swap,16,5716695,5426670,5.344437749116861,5.073298470532362,94.92670152946764,0.069,52,10
bur26a,G-2swap,17,5694340,5426670,4.932490827708337,4.700632557943502,95.2993674420565,0.0694,38,10
bur26a,G-2swap,18,5788369,5426670,6.665210893605102,6.248720494495082,93.75127950550491,0.0499,49,10
bur26a,G-2swap,19,5786824,5426670,6.636740395122607,6.2236902314637526,93.77630976853625,0.0478,47,10
bur26a,G-2swap,20,5805449,5426670,6.97995271501676,6.524542718401281,93.47545728159872,0.049,45,10
bur26a,S-2swap,1,5434093,5426670,0.13678738526573386,0.13660053296842728,99.86339946703157,40.2592,72171,212
bur26a,S-2swap,2,5432133,5426670,0.10066947133324855,0.10056822982795156,99.89943177017206,34.6655,70546,207
bur26a,S-2swap,3,5433254,5426670,0.12132670680177714,0.12117968348249503,99.8788203165175,33.0615,70221,206
bur26a,S-2swap,4,5434555,5426670,0.1453008935498197,0.14509007637239849,99.8549099236276,37.7047,76071,224
bur26a,S-2swap,5,5435211,5426670,0.1573893382129372,0.15714201343793277,99.84285798656207,35.1485,71521,210
bur26a,S-2swap,6,5435193,5426670,0.15705764308498582,0.15681135886066971,99.84318864113934,35.5191,73146,215
bur26a,S-2swap,7,5436094,5426670,0.173660826989664,0.1733597689811839,99.82664023101881,31.1778,68596,201
bur26a,S-2swap,8,5436949,5426670,0.18941634556735532,0.18905823836125737,99.81094176163874,34.2451,74121,218
bur26a,S-2swap,9,5433689,5426670,0.12934267239393588,0.12917559322957203,99.87082440677042,29.6978,66646,195
bur26a,S-2swap,10,5428397,5426670,0.03182430477622557,0.03181418013457748,99.96818581986543,32.0223,68596,201
bur26a,S-2swap,11,5438983,5426670,0.226897895025863,0.22638423396432752,99.77361576603568,32.1358,66971,196
bur26a,S-2swap,12,5433004,5426670,0.11671983002467443,0.11658375366555962,99.88341624633445,35.921,72496,213
bur26a,S-2swap,13,5426670,5426670,0.0,0.0,100.0,36.2987,74121,218
bur26a,S-2swap,14,5435311,5426670,0.1592320889237783,0.15897894343120383,99.8410210565688,36.6084,71521,210
bur26a,S-2swap,15,5437896,5426670,0.20686719479902038,0.2064401378768553,99.79355986212315,37.4434,74446,219
bur26a,S-2swap,16,5432675,5426670,0.11065718018600725,0.11053486542081019,99.8894651345792,38.9699,69896,205
bur26a,S-2swap,17,5434385,5426670,0.14216821734138985,0.14196638626081884,99.85803361373918,32.95,61446,179
bur26a,S-2swap,18,5435453,5426670,0.16184879493317267,0.16158726788733155,99.83841273211267,35.9109,65671,192
bur26a,S-2swap,19,5433552,5426670,0.12681810392008358,0.1266574793063543,99.87334252069364,38.6857,72171,212
bur26a,S-2swap,20,5432737,5426670,0.11179968562672873,0.11167483351393598,99.88832516648607,35.1537,64696,189
bur26b,RS,1,3949609,3817852,3.451076678718819,3.3359504700338696,96.66404952996614,2.814,7051,3
bur26b,RS,2,3950117,3817852,3.4643825900008696,3.3483818327406505,96.65161816725934,8.222,18989,7
bur26b,RS,3,3939811,3817852,3.1944402245032024,3.0955545837097262,96.90444541629027,12.6355,29891,10
bur26b,RS,4,3896273,3817852,2.0540607650584675,2.012718307983039,97.98728169201696,15.5561,38509,10
bur26b,RS,5,3963770,3817852,3.8219920520753554,3.681293314193306,96.3187066858067,0.6379,829,6
bur26b,RS,6,3926737,3817852,2.851996358161605,2.7729129809304776,97.22708701906953,16.2771,38044,12
bur26b,RS,7,3895945,3817852,2.045469546750372,2.0044687489171436,97.99553125108285,25.9132,63891,9
bur26b,RS,8,3915172,3817852,2.549077334584997,2.4857145484285237,97.51428545157148,25.7524,60504,10
bur26b,RS,9,3920665,3817852,2.6929540485068566,2.622335751715589,97.37766424828442,25.9494,62229,9
bur26b,RS,10,3910046,3817852,2.4148133557822566,2.3578750735924845,97.64212492640752,24.7027,61547,20
bur26b,RS,11,3915228,3817852,2.550544127954672,2.4871093075550132,97.51289069244498,18.543,44431,17
bur26b,RS,12,3937714,3817852,3.1395140513566266,3.043948849510147,96.95605115048986,5.7921,12653,10
bur26b,RS,13,3918452,3817852,2.6349895176659546,2.567340368084131,97.43265963191587,27.4585,64251,8
bur26b,RS,14,3928807,3817852,2.906215327362087,2.8241397452203687,97.17586025477964,16.1269,38607,11
bur26b,RS,15,3919980,3817852,2.6750120224670835,2.605319414894974,97.39468058510504,22.9529,53105,11
bur26b,RS,16,3948503,3817852,3.42210750966774,3.308874274630157,96.69112572536984,0.874,1560,5
bur26b,RS,17,3908167,3817852,2.365597199681915,2.3109299065265123,97.68907009347349,19.8536,49391,12
bur26b,RS,18,3928490,3817852,2.8979122291801778,2.816298374184483,97.18370162581552,31.2926,77200,12
bur26b,RS,19,3935548,3817852,3.0827805792367013,2.9905873337080378,97.00941266629196,19.5073,48282,10
bur26b,RS,20,3925837,3817852,2.82842289329183,2.7506236249747507,97.24937637502525,8.0514,18910,10
bur26b,RW,1,3839469,3817852,0.5662084334332499,0.5630205635206327,99.43697943647936,18.7326,59908,37
bur26b,RW,2,3831983,3817852,0.37012959119421074,0.3687646839769383,99.63123531602307,18.1173,57288,62
bur26b,RW,3,3837310,3817852,0.5096583104845342,0.5070739658771379,99.49292603412286,22.2869,68340,64
bur26b,RW,4,3842780,3817852,0.6529325914152775,0.6486970370408923,99.35130296295911,25.8149,82761,43
bur26b,RW,5,3843948,3817852,0.6835257102684965,0.6788853543284145,99.32111464567159,28.3785,89087,62
bur26b,RW,6,3841367,3817852,0.6159222515697308,0.6121518719768249,99.38784812802317,12.968,40784,61
bur26b,RW,7,3833295,3817852,0.4044944644265938,0.4028648982141996,99.59713510178581,3.0241,7725,61
bur26b,RW,8,3848208,3817852,0.7951067773187646,0.7888346991638706,99.21116530083613,19.2729,61029,54
bur26b,RW,9,3828371,3817852,0.27552141885018067,0.27476438412055676,99.72523561587946,15.8934,50966,52
bur26b,RW,10,3818041,3817852,0.004950427622652738,0.004950182567447547,99.99504981743256,20.9546,67589,69
bur26b,RW,11,3834539,3817852,0.43707823142437163,0.4351761711120946,99.56482382888791,18.1907,56019,57
bur26b,RW,12,3825792,3817852,0.2079703456289034,0.20753872662183415,99.79246127337817,26.8054,86308,74
bur26b,RW,13,3832344,3817852,0.379585169880865,0.37814976943614664,99.62185023056385,3.5562,10711,59
bur26b,RW,14,3842500,3817852,0.6455986245669031,0.6414573845152896,99.35854261548471,9.9553,31099,47
