Instance,Algorithm,RandomStarts,Run,FinalFitness
chr12a.dat,S-2swap,157,5,15408
chr12a.dat,SA,157,5,11370
chr12a.dat,TS,157,5,10716
chr12a.dat,G-2swap,158,1,15990
chr12a.dat,S-2swap,158,1,16532
chr12a.dat,SA,158,1,10122
chr12a.dat,TS,158,1,10476
chr12a.dat,G-2swap,158,2,16260
chr12a.dat,S-2swap,158,2,9552
chr12a.dat,SA,158,2,9552
chr12a.dat,TS,158,2,11688
chr12a.dat,G-2swap,158,3,16720
chr12a.dat,S-2swap,158,3,13172
chr12a.dat,SA,158,3,12208
chr12a.dat,TS,158,3,13660
chr12a.dat,G-2swap,158,4,15440
chr12a.dat,S-2swap,158,4,11198
chr12a.dat,SA,158,4,11646
chr12a.dat,TS,158,4,10624
chr12a.dat,G-2swap,158,5,14960
chr12a.dat,S-2swap,158,5,15222
chr12a.dat,SA,158,5,10214
chr12a.dat,TS,158,5,11248
chr12a.dat,G-2swap,159,1,12548
chr12a.dat,S-2swap,159,1,12490
chr12a.dat,SA,159,1,11646
chr12a.dat,TS,159,1,12392
chr12a.dat,G-2swap,159,2,19102
chr12a.dat,S-2swap,159,2,16702
chr12a.dat,SA,159,2,10476
chr12a.dat,TS,159,2,10184
chr12a.dat,G-2swap,159,3,19322
chr12a.dat,S-2swap,159,3,13138
chr12a.dat,SA,159,3,10804
chr12a.dat,TS,159,3,10624
chr12a.dat,G-2swap,159,4,10476
chr12a.dat,S-2swap,159,4,15828
chr12a.dat,SA,159,4,12392
chr12a.dat,TS,159,4,9552
chr12a.dat,G-2swap,159,5,15896
chr12a.dat,S-2swap,159,5,11926
chr12a.dat,SA,159,5,11926
chr12a.dat,TS,159,5,9916
chr12a.dat,G-2swap,160,1,17946
chr12a.dat,S-2swap,160,1,12062
chr12a.dat,SA,160,1,17150
chr12a.dat,TS,160,1,11646
chr12a.dat,G-2swap,160,2,12820
chr12a.dat,S-2swap,160,2,13476
chr12a.dat,SA,160,2,9552
chr12a.dat,TS,160,2,10202
chr12a.dat,G-2swap,160,3,20450
chr12a.dat,S-2swap,160,3,11908
chr12a.dat,SA,160,3,12096
chr12a.dat,TS,160,3,10100
chr12a.dat,G-2swap,160,4,17362
chr12a.dat,S-2swap,160,4,12208
chr12a.dat,SA,160,4,10192
chr12a.dat,TS,160,4,10096
chr12a.dat,G-2swap,160,5,12776
chr12a.dat,S-2swap,160,5,14670
chr12a.dat,SA,160,5,10624
chr12a.dat,TS,160,5,10476
chr12a.dat,G-2swap,161,1,19086
chr12a.dat,S-2swap,161,1,14514
chr12a.dat,SA,161,1,9552
chr12a.dat,TS,161,1,10096
chr12a.dat,G-2swap,161,2,18728
chr12a.dat,S-2swap,161,2,12842
chr12a.dat,SA,161,2,10214
chr12a.dat,TS,161,2,11518
chr12a.dat,G-2swap,161,3,12316
chr12a.dat,S-2swap,161,3,16888
chr12a.dat,SA,161,3,10214
chr12a.dat,TS,161,3,11784
chr12a.dat,G-2swap,161,4,10096
chr12a.dat,S-2swap,161,4,16154
chr12a.dat,SA,161,4,10492
chr12a.dat,TS,161,4,12560
chr12a.dat,G-2swap,161,5,13612
chr12a.dat,S-2swap,161,5,14086
chr12a.dat,SA,161,5,12300
chr12a.dat,TS,161,5,11310
chr12a.dat,G-2swap,162,1,18656
chr12a.dat,S-2swap,162,1,12062
chr12a.dat,SA,162,1,12130
chr12a.dat,TS,162,1,10580
chr12a.dat,G-2swap,162,2,20090
chr12a.dat,S-2swap,162,2,9916
chr12a.dat,SA,162,2,10240
chr12a.dat,TS,162,2,11688
chr12a.dat,G-2swap,162,3,15596
chr12a.dat,S-2swap,162,3,11780
chr12a.dat,SA,162,3,12096
chr12a.dat,TS,162,3,10666
chr12a.dat,G-2swap,162,4,16104
chr12a.dat,S-2swap,162,4,12018
chr12a.dat,SA,162,4,10624
chr12a.dat,TS,162,4,11696
chr12a.dat,G-2swap,162,5,19064
chr12a.dat,S-2swap,162,5,15582
chr12a.dat,SA,162,5,11600
chr12a.dat,TS,162,5,10214
chr12a.dat,G-2swap,163,1,10318
chr12a.dat,S-2swap,163,1,11558
chr12a.dat,SA,163,1,11302
chr12a.dat,TS,163,1,9552
chr12a.dat,G-2swap,163,2,17572
chr12a.dat,S-2swap,163,2,13080
chr12a.dat,SA,163,2,12062
chr12a.dat,TS,163,2,11910
chr12a.dat,G-2swap,163,3,13628
chr12a.dat,S-2swap,163,3,13348
chr12a.dat,SA,163,3,11326
chr12a.dat,TS,163,3,11646
chr12a.dat,G-2swap,163,4,15564
chr12a.dat,S-2swap,163,4,12300
chr12a.dat,SA,163,4,10096
chr12a.dat,TS,163,4,12050
chr12a.dat,G-2swap,163,5,17672
chr12a.dat,S-2swap,163,5,16362
chr12a.dat,SA,163,5,10624
chr12a.dat,TS,163,5,11754
chr12a.dat,G-2swap,164,1,13486
chr12a.dat,S-2swap,164,1,13316
chr12a.dat,SA,164,1,14990
chr12a.dat,TS,164,1,13438
chr12a.dat,G-2swap,164,2,18342
chr12a.dat,S-2swap,164,2,10096
chr12a.dat,SA,164,2,11668
chr12a.dat,TS,164,2,12392
chr12a.dat,G-2swap,164,3,15626
chr12a.dat,S-2swap,164,3,11560
chr12a.dat,SA,164,3,10214
chr12a.dat,TS,164,3,10492
chr12a.dat,G-2swap,164,4,20258
chr12a.dat,S-2swap,164,4,17674
chr12a.dat,SA,164,4,10512
chr12a.dat,TS,164,4,10624
chr12a.dat,G-2swap,164,5,18674
chr12a.dat,S-2swap,164,5,14158
chr12a.dat,SA,164,5,10122
chr12a.dat,TS,164,5,10476
chr12a.dat,G-2swap,165,1,17674
chr12a.dat,S-2swap,165,1,13190
chr12a.dat,SA,165,1,13430
chr12a.dat,TS,165,1,10294
chr12a.dat,G-2swap,165,2,12352
chr12a.dat,S-2swap,165,2,15596
chr12a.dat,SA,165,2,13264
chr12a.dat,TS,165,2,10782
chr12a.dat,G-2swap,165,3,13138
chr12a.dat,S-2swap,165,3,16896
chr12a.dat,SA,165,3,12980
chr12a.dat,TS,165,3,11438
chr12a.dat,G-2swap,165,4,13008
chr12a.dat,S-2swap,165,4,11248
chr12a.dat,SA,165,4,10624
chr12a.dat,TS,165,4,12130
chr12a.dat,G-2swap,165,5,13604
chr12a.dat,S-2swap,165,5,18312
chr12a.dat,SA,165,5,10782
chr12a.dat,TS,165,5,12840
chr12a.dat,G-2swap,166,1,17674
chr12a.dat,S-2swap,166,1,19316
chr12a.dat,SA,166,1,13270
chr12a.dat,TS,166,1,12294
chr12a.dat,G-2swap,166,2,17644
chr12a.dat,S-2swap,166,2,14106
chr12a.dat,SA,166,2,10580
chr12a.dat,TS,166,2,10318
chr12a.dat,G-2swap,166,3,12294
chr12a.dat,S-2swap,166,3,13458
chr12a.dat,SA,166,3,10096
chr12a.dat,TS,166,3,10512
chr12a.dat,G-2swap,166,4,16278
chr12a.dat,S-2swap,166,4,14658
chr12a.dat,SA,166,4,10240
chr12a.dat,TS,166,4,10096
chr12a.dat,G-2swap,166,5,12008
chr12a.dat,S-2swap,166,5,13172
chr12a.dat,SA,166,5,12452
chr12a.dat,TS,166,5,11696
chr12a.dat,G-2swap,167,1,19380
chr12a.dat,S-2swap,167,1,10804
chr12a.dat,SA,167,1,13430
chr12a.dat,TS,167,1,10580
chr12a.dat,G-2swap,167,2,10624
chr12a.dat,S-2swap,167,2,15228
chr12a.dat,SA,167,2,10214
chr12a.dat,TS,167,2,10192
chr12a.dat,G-2swap,167,3,13172
chr12a.dat,S-2swap,167,3,17946
chr12a.dat,SA,167,3,12216
chr12a.dat,TS,167,3,10688
chr12a.dat,G-2swap,167,4,18066
chr12a.dat,S-2swap,167,4,16276
chr12a.dat,SA,167,4,10214
chr12a.dat,TS,167,4,12162
chr12a.dat,G-2swap,167,5,10878
chr12a.dat,S-2swap,167,5,12104
chr12a.dat,SA,167,5,12216
chr12a.dat,TS,167,5,10354
chr12a.dat,G-2swap,168,1,12820
chr12a.dat,S-2swap,168,1,13138
chr12a.dat,SA,168,1,15010
chr12a.dat,TS,168,1,11668
chr12a.dat,G-2swap,168,2,15954
chr12a.dat,S-2swap,168,2,12294
chr12a.dat,SA,168,2,11926
chr12a.dat,TS,168,2,12392
chr12a.dat,G-2swap,168,3,13786
chr12a.dat,S-2swap,168,3,15408
chr12a.dat,SA,168,3,12560
chr12a.dat,TS,168,3,10388
chr12a.dat,G-2swap,168,4,15636
chr12a.dat,S-2swap,168,4,10240
chr12a.dat,SA,168,4,12412
chr12a.dat,TS,168,4,9552
chr12a.dat,G-2swap,168,5,10688
chr12a.dat,S-2swap,168,5,16856
chr12a.dat,SA,168,5,17150
chr12a.dat,TS,168,5,9916
chr12a.dat,G-2swap,169,1,27512
chr12a.dat,S-2swap,169,1,11560
chr12a.dat,SA,169,1,13478
chr12a.dat,TS,169,1,10214
chr12a.dat,G-2swap,169,2,11374
chr12a.dat,S-2swap,169,2,11668
chr12a.dat,SA,169,2,12018
chr12a.dat,TS,169,2,10652
chr12a.dat,G-2swap,169,3,13722
chr12a.dat,S-2swap,169,3,12008
chr12a.dat,SA,169,3,12576
chr12a.dat,TS,169,3,9562
chr12a.dat,G-2swap,169,4,13612
chr12a.dat,S-2swap,169,4,16062
chr12a.dat,SA,169,4,9552
chr12a.dat,TS,169,4,11438
chr12a.dat,G-2swap,169,5,12314
chr12a.dat,S-2swap,169,5,12246
chr12a.dat,SA,169,5,11198
chr12a.dat,TS,169,5,11438
chr12a.dat,G-2swap,170,1,16136
chr12a.dat,S-2swap,170,1,11198
chr12a.dat,SA,170,1,13430
chr12a.dat,TS,170,1,10612
chr12a.dat,G-2swap,170,2,13604
chr12a.dat,S-2swap,170,2,12412
chr12a.dat,SA,170,2,10624
chr12a.dat,TS,170,2,13430
chr12a.dat,G-2swap,170,3,15158
chr12a.dat,S-2swap,170,3,16964
chr12a.dat,SA,170,3,10688
chr12a.dat,TS,170,3,13332
chr12a.dat,G-2swap,170,4,12062
chr12a.dat,S-2swap,170,4,20032
chr12a.dat,SA,170,4,10700
chr12a.dat,TS,170,4,11326
chr12a.dat,G-2swap,170,5,17478
chr12a.dat,S-2swap,170,5,13662
chr12a.dat,SA,170,5,12392
chr12a.dat,TS,170,5,11438
chr12a.dat,G-2swap,171,1,18298
chr12a.dat,S-2swap,171,1,17760
chr12a.dat,SA,171,1,10096
chr12a.dat,TS,171,1,11754
chr12a.dat,G-2swap,171,2,14686
chr12a.dat,S-2swap,171,2,11198
chr12a.dat,SA,171,2,11326
chr12a.dat,TS,171,2,12018
chr12a.dat,G-2swap,171,3,12334
chr12a.dat,S-2swap,171,3,13798
chr12a.dat,SA,171,3,14388
chr12a.dat,TS,171,3,10214
chr12a.dat,G-2swap,171,4,17152
chr12a.dat,S-2swap,171,4,21562
chr12a.dat,SA,171,4,11198
chr12a.dat,TS,171,4,10790
chr12a.dat,G-2swap,171,5,17108
chr12a.dat,S-2swap,171,5,9552
chr12a.dat,SA,171,5,10214
chr12a.dat,TS,171,5,10220
chr12a.dat,G-2swap,172,1,17412
chr12a.dat,S-2swap,172,1,16616
chr12a.dat,SA,172,1,10580
chr12a.dat,TS,172,1,10202
chr12a.dat,G-2swap,172,2,13476
chr12a.dat,S-2swap,172,2,14382
chr12a.dat,SA,172,2,10688
chr12a.dat,TS,172,2,10126
chr12a.dat,G-2swap,172,3,14228
chr12a.dat,S-2swap,172,3,11248
chr12a.dat,SA,172,3,10624
chr12a.dat,TS,172,3,11248
chr12a.dat,G-2swap,172,4,17018
chr12a.dat,S-2swap,172,4,15924
chr12a.dat,SA,172,4,10688
chr12a.dat,TS,172,4,10214
chr12a.dat,G-2swap,172,5,13550
chr12a.dat,S-2swap,172,5,15362
chr12a.dat,SA,172,5,10624
chr12a.dat,TS,172,5,10580
chr12a.dat,G-2swap,173,1,13902
chr12a.dat,S-2swap,173,1,10782
chr12a.dat,SA,173,1,15012
chr12a.dat,TS,173,1,11690
chr12a.dat,G-2swap,173,2,21770
chr12a.dat,S-2swap,173,2,10506
chr12a.dat,SA,173,2,11010
chr12a.dat,TS,173,2,11688
chr12a.dat,G-2swap,173,3,15408
chr12a.dat,S-2swap,173,3,12472
chr12a.dat,SA,173,3,11444
chr12a.dat,TS,173,3,12384
chr12a.dat,G-2swap,173,4,13968
chr12a.dat,S-2swap,173,4,17192
chr12a.dat,SA,173,4,11560
chr12a.dat,TS,173,4,12444
chr12a.dat,G-2swap,173,5,10624
chr12a.dat,S-2swap,173,5,15896
chr12a.dat,SA,173,5,12548
chr12a.dat,TS,173,5,11838
chr12a.dat,G-2swap,174,1,14096
chr12a.dat,S-2swap,174,1,13002
chr12a.dat,SA,174,1,10096
chr12a.dat,TS,174,1,11666
chr12a.dat,G-2swap,174,2,14354
chr12a.dat,S-2swap,174,2,11418
chr12a.dat,SA,174,2,10476
chr12a.dat,TS,174,2,10096
chr12a.dat,G-2swap,174,3,17634
chr12a.dat,S-2swap,174,3,11560
chr12a.dat,SA,174,3,11198
chr12a.dat,TS,174,3,10360
chr12a.dat,G-2swap,174,4,15306
chr12a.dat,S-2swap,174,4,20394
chr12a.dat,SA,174,4,11302
chr12a.dat,TS,174,4,10096
chr12a.dat,G-2swap,174,5,14166
chr12a.dat,S-2swap,174,5,16786
chr12a.dat,SA,174,5,12208
chr12a.dat,TS,174,5,11014
chr12a.dat,G-2swap,175,1,12730
chr12a.dat,S-2swap,175,1,13982
chr12a.dat,SA,175,1,11198
chr12a.dat,TS,175,1,13438
chr12a.dat,G-2swap,175,2,15320
chr12a.dat,S-2swap,175,2,16186
chr12a.dat,SA,175,2,10790
chr12a.dat,TS,175,2,11556
chr12a.dat,G-2swap,175,3,17570
chr12a.dat,S-2swap,175,3,13430
chr12a.dat,SA,175,3,11198
chr12a.dat,TS,175,3,11992
chr12a.dat,G-2swap,175,4,15444
chr12a.dat,S-2swap,175,4,12842
chr12a.dat,SA,175,4,10214
chr12a.dat,TS,175,4,10476
chr12a.dat,G-2swap,175,5,19336
chr12a.dat,S-2swap,175,5,9552
chr12a.dat,SA,175,5,10216
chr12a.dat,TS,175,5,10594
chr12a.dat,G-2swap,176,1,17592
chr12a.dat,S-2swap,176,1,10192
chr12a.dat,SA,176,1,10804
chr12a.dat,TS,176,1,10294
chr12a.dat,G-2swap,176,2,17214
chr12a.dat,S-2swap,176,2,12472
chr12a.dat,SA,176,2,10192
chr12a.dat,TS,176,2,10100
chr12a.dat,G-2swap,176,3,12094
chr12a.dat,S-2swap,176,3,14382
chr12a.dat,SA,176,3,14696
chr12a.dat,TS,176,3,10612
chr12a.dat,G-2swap,176,4,12932
chr12a.dat,S-2swap,176,4,11926
chr12a.dat,SA,176,4,11438
chr12a.dat,TS,176,4,10216
chr12a.dat,G-2swap,176,5,15408
chr12a.dat,S-2swap,176,5,11216
chr12a.dat,SA,176,5,9552
chr12a.dat,TS,176,5,11010
chr12a.dat,G-2swap,177,1,18270
chr12a.dat,S-2swap,177,1,11326
chr12a.dat,SA,177,1,12190
chr12a.dat,TS,177,1,10392
chr12a.dat,G-2swap,177,2,16466
chr12a.dat,S-2swap,177,2,12284
chr12a.dat,SA,177,2,11688
chr12a.dat,TS,177,2,11444
chr12a.dat,G-2swap,177,3,20254
chr12a.dat,S-2swap,177,3,11560
chr12a.dat,SA,177,3,12062
chr12a.dat,TS,177,3,11354
chr12a.dat,G-2swap,177,4,13238
chr12a.dat,S-2swap,177,4,12750
chr12a.dat,SA,177,4,14272
chr12a.dat,TS,177,4,14748
chr12a.dat,G-2swap,177,5,17652
chr12a.dat,S-2swap,177,5,18926
chr12a.dat,SA,177,5,11696
chr12a.dat,TS,177,5,10202
chr12a.dat,G-2swap,178,1,12174
chr12a.dat,S-2swap,178,1,13700
chr12a.dat,SA,178,1,11326
chr12a.dat,TS,178,1,11734
chr12a.dat,G-2swap,178,2,16240
chr12a.dat,S-2swap,178,2,11596
chr12a.dat,SA,178,2,12008
chr12a.dat,TS,178,2,10732
chr12a.dat,G-2swap,178,3,14474
chr12a.dat,S-2swap,178,3,12816
chr12a.dat,SA,178,3,14816
chr12a.dat,TS,178,3,10476
chr12a.dat,G-2swap,178,4,12174
chr12a.dat,S-2swap,178,4,17178
chr12a.dat,SA,178,4,11326
chr12a.dat,TS,178,4,12190
chr12a.dat,G-2swap,178,5,19510
chr12a.dat,S-2swap,178,5,10506
chr12a.dat,SA,178,5,10580
chr12a.dat,TS,178,5,12122
chr12a.dat,G-2swap,179,1,18682
chr12a.dat,S-2swap,179,1,18496
chr12a.dat,SA,179,1,10122
chr12a.dat,TS,179,1,10360
chr12a.dat,G-2swap,179,2,15822
chr12a.dat,S-2swap,179,2,12008
chr12a.dat,SA,179,2,11370
chr12a.dat,TS,179,2,12548
chr12a.dat,G-2swap,179,3,19044
chr12a.dat,S-2swap,179,3,15128
chr12a.dat,SA,179,3,12286
chr12a.dat,TS,179,3,9916
chr12a.dat,G-2swap,179,4,12412
chr12a.dat,S-2swap,179,4,13726
chr12a.dat,SA,179,4,10782
chr12a.dat,TS,179,4,13430
chr12a.dat,G-2swap,179,5,20374
chr12a.dat,S-2swap,179,5,16224
chr12a.dat,SA,179,5,12548
chr12a.dat,TS,179,5,11852
chr12a.dat,G-2swap,180,1,17936
chr12a.dat,S-2swap,180,1,15990
chr12a.dat,SA,180,1,10192
chr12a.dat,TS,180,1,10122
chr12a.dat,G-2swap,180,2,16022
chr12a.dat,S-2swap,180,2,15012
chr12a.dat,SA,180,2,10476
chr12a.dat,TS,180,2,10624
chr12a.dat,G-2swap,180,3,12174
chr12a.dat,S-2swap,180,3,16440
chr12a.dat,SA,180,3,11838
chr12a.dat,TS,180,3,10624
chr12a.dat,G-2swap,180,4,14158
chr12a.dat,S-2swap,180,4,10688
chr12a.dat,SA,180,4,13624
chr12a.dat,TS,180,4,10294
chr12a.dat,G-2swap,180,5,15478
chr12a.dat,S-2swap,180,5,13372
chr12a.dat,SA,180,5,10506
chr12a.dat,TS,180,5,10388
chr12a.dat,G-2swap,181,1,23580
chr12a.dat,S-2swap,181,1,12334
chr12a.dat,SA,181,1,10850
chr12a.dat,TS,181,1,11256
chr12a.dat,G-2swap,181,2,12492
chr12a.dat,S-2swap,181,2,13458
chr12a.dat,SA,181,2,10790
chr12a.dat,TS,181,2,10240
chr12a.dat,G-2swap,181,3,15822
chr12a.dat,S-2swap,181,3,11326
chr12a.dat,SA,181,3,12122
chr12a.dat,TS,181,3,12130
chr12a.dat,G-2swap,181,4,10122
chr12a.dat,S-2swap,181,4,10506
chr12a.dat,SA,181,4,11198
chr12a.dat,TS,181,4,11784
chr12a.dat,G-2swap,181,5,12712
chr12a.dat,S-2swap,181,5,11402
chr12a.dat,SA,181,5,12548
chr12a.dat,TS,181,5,10804
chr12a.dat,G-2swap,182,1,11198
chr12a.dat,S-2swap,182,1,15194
chr12a.dat,SA,182,1,13430
chr12a.dat,TS,182,1,10202
chr12a.dat,G-2swap,182,2,17494
chr12a.dat,S-2swap,182,2,11558
chr12a.dat,SA,182,2,11688
chr12a.dat,TS,182,2,11510
chr12a.dat,G-2swap,182,3,12326
chr12a.dat,S-2swap,182,3,10624
chr12a.dat,SA,182,3,11198
chr12a.dat,TS,182,3,10402
chr12a.dat,G-2swap,182,4,17370
chr12a.dat,S-2swap,182,4,18590
chr12a.dat,SA,182,4,10244
chr12a.dat,TS,182,4,10476
chr12a.dat,G-2swap,182,5,18216
chr12a.dat,S-2swap,182,5,12766
chr12a.dat,SA,182,5,11326
chr12a.dat,TS,182,5,15300
chr12a.dat,G-2swap,183,1,15230
chr12a.dat,S-2swap,183,1,12310
chr12a.dat,SA,183,1,11688
chr12a.dat,TS,183,1,10392
chr12a.dat,G-2swap,183,2,18728
chr12a.dat,S-2swap,183,2,16362
chr12a.dat,SA,183,2,12734
chr12a.dat,TS,183,2,10214
chr12a.dat,G-2swap,183,3,11444
chr12a.dat,S-2swap,183,3,14288
chr12a.dat,SA,183,3,11362
chr12a.dat,TS,183,3,11732
chr12a.dat,G-2swap,183,4,15106
chr12a.dat,S-2swap,183,4,10240
chr12a.dat,SA,183,4,12968
chr12a.dat,TS,183,4,11636
chr12a.dat,G-2swap,183,5,19362
chr12a.dat,S-2swap,183,5,14424
chr12a.dat,SA,183,5,12036
chr12a.dat,TS,183,5,10122
chr12a.dat,G-2swap,184,1,12560
chr12a.dat,S-2swap,184,1,14308
chr12a.dat,SA,184,1,10624
chr12a.dat,TS,184,1,10100
chr12a.dat,G-2swap,184,2,17376
chr12a.dat,S-2swap,184,2,12986
chr12a.dat,SA,184,2,10824
chr12a.dat,TS,184,2,10214
chr12a.dat,G-2swap,184,3,17284
chr12a.dat,S-2swap,184,3,15924
chr12a.dat,SA,184,3,11302
chr12a.dat,TS,184,3,10388
chr12a.dat,G-2swap,184,4,15010
chr12a.dat,S-2swap,184,4,11402
chr12a.dat,SA,184,4,11560
chr12a.dat,TS,184,4,12130
chr12a.dat,G-2swap,184,5,17948
chr12a.dat,S-2swap,184,5,15632
chr12a.dat,SA,184,5,10782
chr12a.dat,TS,184,5,11696
chr12a.dat,G-2swap,185,1,10624
chr12a.dat,S-2swap,185,1,9916
chr12a.dat,SA,185,1,12190
chr12a.dat,TS,185,1,10476
chr12a.dat,G-2swap,185,2,20150
chr12a.dat,S-2swap,185,2,17084
chr12a.dat,SA,185,2,11852
chr12a.dat,TS,185,2,11864
chr12a.dat,G-2swap,185,3,14272
chr12a.dat,S-2swap,185,3,16640
chr12a.dat,SA,185,3,17362
chr12a.dat,TS,185,3,10242
chr12a.dat,G-2swap,185,4,15980
chr12a.dat,S-2swap,185,4,17900
chr12a.dat,SA,185,4,13430
chr12a.dat,TS,185,4,10184
chr12a.dat,G-2swap,185,5,19046
chr12a.dat,S-2swap,185,5,12314
chr12a.dat,SA,185,5,12334
chr12a.dat,TS,185,5,11198
chr12a.dat,G-2swap,186,1,20940
chr12a.dat,S-2swap,186,1,12820
chr12a.dat,SA,186,1,13002
chr12a.dat,TS,186,1,12130
chr12a.dat,G-2swap,186,2,18160
chr12a.dat,S-2swap,186,2,12208
chr12a.dat,SA,186,2,10096
chr12a.dat,TS,186,2,10624
chr12a.dat,G-2swap,186,3,14316
chr12a.dat,S-2swap,186,3,10790
chr12a.dat,SA,186,3,10476
chr12a.dat,TS,186,3,10126
chr12a.dat,G-2swap,186,4,16188
chr12a.dat,S-2swap,186,4,12842
chr12a.dat,SA,186,4,11326
chr12a.dat,TS,186,4,11036
chr12a.dat,G-2swap,186,5,21424
chr12a.dat,S-2swap,186,5,17278
chr12a.dat,SA,186,5,10122
chr12a.dat,TS,186,5,10354
chr12a.dat,G-2swap,187,1,12104
chr12a.dat,S-2swap,187,1,15632
chr12a.dat,SA,187,1,11754
chr12a.dat,TS,187,1,12392
chr12a.dat,G-2swap,187,2,17742
chr12a.dat,S-2swap,187,2,14602
chr12a.dat,SA,187,2,14448
chr12a.dat,TS,187,2,10192
chr12a.dat,G-2swap,187,3,12200
chr12a.dat,S-2swap,187,3,17076
chr12a.dat,SA,187,3,11688
chr12a.dat,TS,187,3,10096
chr12a.dat,G-2swap,187,4,14408
chr12a.dat,S-2swap,187,4,12284
chr12a.dat,SA,187,4,11754
chr12a.dat,TS,187,4,10184
chr12a.dat,G-2swap,187,5,13390
chr12a.dat,S-2swap,187,5,14720
chr12a.dat,SA,187,5,10688
chr12a.dat,TS,187,5,14694
chr12a.dat,G-2swap,188,1,15936
chr12a.dat,S-2swap,188,1,13432
chr12a.dat,SA,188,1,9552
chr12a.dat,TS,188,1,9562
chr12a.dat,G-2swap,188,2,13438
chr12a.dat,S-2swap,188,2,11488
chr12a.dat,SA,188,2,14796
chr12a.dat,TS,188,2,10852
chr12a.dat,G-2swap,188,3,15088
chr12a.dat,S-2swap,188,3,12284
chr12a.dat,SA,188,3,11198
chr12a.dat,TS,188,3,11224
chr12a.dat,G-2swap,188,4,12942
chr12a.dat,S-2swap,188,4,12776
chr12a.dat,SA,188,4,12174
chr12a.dat,TS,188,4,11800
chr12a.dat,G-2swap,188,5,10242
chr12a.dat,S-2swap,188,5,17890
chr12a.dat,SA,188,5,12270
chr12a.dat,TS,188,5,11370
chr12a.dat,G-2swap,189,1,15658
chr12a.dat,S-2swap,189,1,17890
chr12a.dat,SA,189,1,12300
chr12a.dat,TS,189,1,10202
chr12a.dat,G-2swap,189,2,17194
chr12a.dat,S-2swap,189,2,18362
chr12a.dat,SA,189,2,9552
chr12a.dat,TS,189,2,10792
chr12a.dat,G-2swap,189,3,14250
chr12a.dat,S-2swap,189,3,17722
chr12a.dat,SA,189,3,15768
chr12a.dat,TS,189,3,14990
chr12a.dat,G-2swap,189,4,10240
chr12a.dat,S-2swap,189,4,13848
chr12a.dat,SA,189,4,11498
chr12a.dat,TS,189,4,10594
chr12a.dat,G-2swap,189,5,17134
chr12a.dat,S-2swap,189,5,17244
chr12a.dat,SA,189,5,11560
chr12a.dat,TS,189,5,9552
chr12a.dat,G-2swap,190,1,21860
chr12a.dat,S-2swap,190,1,11418
chr12a.dat,SA,190,1,11668
chr12a.dat,TS,190,1,11674
chr12a.dat,G-2swap,190,2,17850
chr12a.dat,S-2swap,190,2,10214
chr12a.dat,SA,190,2,10476
chr12a.dat,TS,190,2,10240
chr12a.dat,G-2swap,190,3,16598
chr12a.dat,S-2swap,190,3,12968
chr12a.dat,SA,190,3,10624
chr12a.dat,TS,190,3,13430
chr12a.dat,G-2swap,190,4,14486
chr12a.dat,S-2swap,190,4,11668
chr12a.dat,SA,190,4,13222
chr12a.dat,TS,190,4,11646
chr12a.dat,G-2swap,190,5,14284
chr12a.dat,S-2swap,190,5,10214
chr12a.dat,SA,190,5,10790
chr12a.dat,TS,190,5,10476
chr12a.dat,G-2swap,191,1,17916
chr12a.dat,S-2swap,191,1,16992
chr12a.dat,SA,191,1,12174
chr12a.dat,TS,191,1,10594
chr12a.dat,G-2swap,191,2,10624
chr12a.dat,S-2swap,191,2,17024
chr12a.dat,SA,191,2,11556
chr12a.dat,TS,191,2,14990
chr12a.dat,G-2swap,191,3,16432
chr12a.dat,S-2swap,191,3,13298
chr12a.dat,SA,191,3,13438
chr12a.dat,TS,191,3,10594
chr12a.dat,G-2swap,191,4,13952
chr12a.dat,S-2swap,191,4,15714
chr12a.dat,SA,191,4,12130
chr12a.dat,TS,191,4,10476
chr12a.dat,G-2swap,191,5,17362
chr12a.dat,S-2swap,191,5,16770
chr12a.dat,SA,191,5,11198
chr12a.dat,TS,191,5,10790
chr12a.dat,G-2swap,192,1,13922
chr12a.dat,S-2swap,192,1,12484
chr12a.dat,SA,192,1,11932
chr12a.dat,TS,192,1,11302
chr12a.dat,G-2swap,192,2,13968
chr12a.dat,S-2swap,192,2,12986
chr12a.dat,SA,192,2,12304
chr12a.dat,TS,192,2,11198
chr12a.dat,G-2swap,192,3,17084
chr12a.dat,S-2swap,192,3,12062
chr12a.dat,SA,192,3,14186
chr12a.dat,TS,192,3,10688
chr12a.dat,G-2swap,192,4,16454
chr12a.dat,S-2swap,192,4,14614
chr12a.dat,SA,192,4,12050
chr12a.dat,TS,192,4,11596
chr12a.dat,G-2swap,192,5,20992
chr12a.dat,S-2swap,192,5,14424
chr12a.dat,SA,192,5,10624
chr12a.dat,TS,192,5,11310
chr12a.dat,G-2swap,193,1,11402
chr12a.dat,S-2swap,193,1,16424
chr12a.dat,SA,193,1,10192
chr12a.dat,TS,193,1,10294
chr12a.dat,G-2swap,193,2,14308
chr12a.dat,S-2swap,193,2,10122
chr12a.dat,SA,193,2,10214
chr12a.dat,TS,193,2,10100
chr12a.dat,G-2swap,193,3,14902
chr12a.dat,S-2swap,193,3,13902
chr12a.dat,SA,193,3,10804
chr12a.dat,TS,193,3,11432
chr12a.dat,G-2swap,193,4,10790
