Instance,Algorithm,RandomStarts,Run,FinalFitness
bur26a.dat,SA,154,5,5431497
bur26a.dat,TS,154,5,5434622
bur26a.dat,G-2swap,155,1,5452780
bur26a.dat,S-2swap,155,1,5440957
bur26a.dat,SA,155,1,5438272
bur26a.dat,TS,155,1,5427776
bur26a.dat,G-2swap,155,2,5437945
bur26a.dat,S-2swap,155,2,5452818
bur26a.dat,SA,155,2,5436686
bur26a.dat,TS,155,2,5442917
bur26a.dat,G-2swap,155,3,5450064
bur26a.dat,S-2swap,155,3,5459863
bur26a.dat,SA,155,3,5432198
bur26a.dat,TS,155,3,5444974
bur26a.dat,G-2swap,155,4,5452945
bur26a.dat,S-2swap,155,4,5438396
bur26a.dat,SA,155,4,5443625
bur26a.dat,TS,155,4,5445646
bur26a.dat,G-2swap,155,5,5438031
bur26a.dat,S-2swap,155,5,5432203
bur26a.dat,SA,155,5,5435737
bur26a.dat,TS,155,5,5439188
bur26a.dat,G-2swap,156,1,5438121
bur26a.dat,S-2swap,156,1,5437928
bur26a.dat,SA,156,1,5438647
bur26a.dat,TS,156,1,5431168
bur26a.dat,G-2swap,156,2,5457547
bur26a.dat,S-2swap,156,2,5436734
bur26a.dat,SA,156,2,5437947
bur26a.dat,TS,156,2,5447710
bur26a.dat,G-2swap,156,3,5459857
bur26a.dat,S-2swap,156,3,5443128
bur26a.dat,SA,156,3,5435311
bur26a.dat,TS,156,3,5437946
bur26a.dat,G-2swap,156,4,5435783
bur26a.dat,S-2swap,156,4,5435906
bur26a.dat,SA,156,4,5436786
bur26a.dat,TS,156,4,5441091
bur26a.dat,G-2swap,156,5,5440681
bur26a.dat,S-2swap,156,5,5435187
bur26a.dat,SA,156,5,5436164
bur26a.dat,TS,156,5,5441091
bur26a.dat,G-2swap,157,1,5467551
bur26a.dat,S-2swap,157,1,5446043
bur26a.dat,SA,157,1,5434622
bur26a.dat,TS,157,1,5457642
bur26a.dat,G-2swap,157,2,5446078
bur26a.dat,S-2swap,157,2,5434652
bur26a.dat,SA,157,2,5434117
bur26a.dat,TS,157,2,5434707
bur26a.dat,G-2swap,157,3,5458201
bur26a.dat,S-2swap,157,3,5451453
bur26a.dat,SA,157,3,5432155
bur26a.dat,TS,157,3,5448474
bur26a.dat,G-2swap,157,4,5450483
bur26a.dat,S-2swap,157,4,5442640
bur26a.dat,SA,157,4,5437738
bur26a.dat,TS,157,4,5443670
bur26a.dat,G-2swap,157,5,5446515
bur26a.dat,S-2swap,157,5,5436503
bur26a.dat,SA,157,5,5438983
bur26a.dat,TS,157,5,5435887
bur26a.dat,G-2swap,158,1,5454740
bur26a.dat,S-2swap,158,1,5438896
bur26a.dat,SA,158,1,5438573
bur26a.dat,TS,158,1,5447018
bur26a.dat,G-2swap,158,2,5450223
bur26a.dat,S-2swap,158,2,5448957
bur26a.dat,SA,158,2,5436911
bur26a.dat,TS,158,2,5435187
bur26a.dat,G-2swap,158,3,5469062
bur26a.dat,S-2swap,158,3,5435438
bur26a.dat,SA,158,3,5438932
bur26a.dat,TS,158,3,5435221
bur26a.dat,G-2swap,158,4,5444019
bur26a.dat,S-2swap,158,4,5438087
bur26a.dat,SA,158,4,5435944
bur26a.dat,TS,158,4,5435034
bur26a.dat,G-2swap,158,5,5469805
bur26a.dat,S-2swap,158,5,5449824
bur26a.dat,SA,158,5,5435737
bur26a.dat,TS,158,5,5434896
bur26a.dat,G-2swap,159,1,5448412
bur26a.dat,S-2swap,159,1,5442916
bur26a.dat,SA,159,1,5435154
bur26a.dat,TS,159,1,5445133
bur26a.dat,G-2swap,159,2,5473434
bur26a.dat,S-2swap,159,2,5435652
bur26a.dat,SA,159,2,5434116
bur26a.dat,TS,159,2,5454819
bur26a.dat,G-2swap,159,3,5441021
bur26a.dat,S-2swap,159,3,5452460
bur26a.dat,SA,159,3,5434707
bur26a.dat,TS,159,3,5442956
bur26a.dat,G-2swap,159,4,5434833
bur26a.dat,S-2swap,159,4,5435653
bur26a.dat,SA,159,4,5432024
bur26a.dat,TS,159,4,5431727
bur26a.dat,G-2swap,159,5,5445924
bur26a.dat,S-2swap,159,5,5438463
bur26a.dat,SA,159,5,5440416
bur26a.dat,TS,159,5,5437234
bur26a.dat,G-2swap,160,1,5435457
bur26a.dat,S-2swap,160,1,5432048
bur26a.dat,SA,160,1,5437723
bur26a.dat,TS,160,1,5437829
bur26a.dat,G-2swap,160,2,5451396
bur26a.dat,S-2swap,160,2,5447687
bur26a.dat,SA,160,2,5451705
bur26a.dat,TS,160,2,5433810
bur26a.dat,G-2swap,160,3,5445552
bur26a.dat,S-2swap,160,3,5449541
bur26a.dat,SA,160,3,5431676
bur26a.dat,TS,160,3,5431434
bur26a.dat,G-2swap,160,4,5435686
bur26a.dat,S-2swap,160,4,5444714
bur26a.dat,SA,160,4,5436263
bur26a.dat,TS,160,4,5436025
bur26a.dat,G-2swap,160,5,5443624
bur26a.dat,S-2swap,160,5,5446798
bur26a.dat,SA,160,5,5443103
bur26a.dat,TS,160,5,5435737
bur26a.dat,G-2swap,161,1,5458698
bur26a.dat,S-2swap,161,1,5449971
bur26a.dat,SA,161,1,5454307
bur26a.dat,TS,161,1,5443109
bur26a.dat,G-2swap,161,2,5434283
bur26a.dat,S-2swap,161,2,5442652
bur26a.dat,SA,161,2,5438276
bur26a.dat,TS,161,2,5445724
bur26a.dat,G-2swap,161,3,5452602
bur26a.dat,S-2swap,161,3,5438895
bur26a.dat,SA,161,3,5434405
bur26a.dat,TS,161,3,5437593
bur26a.dat,G-2swap,161,4,5450558
bur26a.dat,S-2swap,161,4,5445888
bur26a.dat,SA,161,4,5426670
bur26a.dat,TS,161,4,5435393
bur26a.dat,G-2swap,161,5,5442302
bur26a.dat,S-2swap,161,5,5437331
bur26a.dat,SA,161,5,5442378
bur26a.dat,TS,161,5,5438053
bur26a.dat,G-2swap,162,1,5441050
bur26a.dat,S-2swap,162,1,5445022
bur26a.dat,SA,162,1,5450964
bur26a.dat,TS,162,1,5435130
bur26a.dat,G-2swap,162,2,5450040
bur26a.dat,S-2swap,162,2,5435862
bur26a.dat,SA,162,2,5426670
bur26a.dat,TS,162,2,5444207
bur26a.dat,G-2swap,162,3,5467902
bur26a.dat,S-2swap,162,3,5434116
bur26a.dat,SA,162,3,5431434
bur26a.dat,TS,162,3,5434622
bur26a.dat,G-2swap,162,4,5438590
bur26a.dat,S-2swap,162,4,5437840
bur26a.dat,SA,162,4,5435086
bur26a.dat,TS,162,4,5446772
bur26a.dat,G-2swap,162,5,5463674
bur26a.dat,S-2swap,162,5,5439926
bur26a.dat,SA,162,5,5436263
bur26a.dat,TS,162,5,5439723
bur26a.dat,G-2swap,163,1,5439693
bur26a.dat,S-2swap,163,1,5443792
bur26a.dat,SA,163,1,5435034
bur26a.dat,TS,163,1,5427776
bur26a.dat,G-2swap,163,2,5448727
bur26a.dat,S-2swap,163,2,5460786
bur26a.dat,SA,163,2,5427776
bur26a.dat,TS,163,2,5438272
bur26a.dat,G-2swap,163,3,5440785
bur26a.dat,S-2swap,163,3,5467167
bur26a.dat,SA,163,3,5434402
bur26a.dat,TS,163,3,5441605
bur26a.dat,G-2swap,163,4,5468934
bur26a.dat,S-2swap,163,4,5435023
bur26a.dat,SA,163,4,5441877
bur26a.dat,TS,163,4,5444374
bur26a.dat,G-2swap,163,5,5449339
bur26a.dat,S-2swap,163,5,5446469
bur26a.dat,SA,163,5,5438785
bur26a.dat,TS,163,5,5453352
bur26a.dat,G-2swap,164,1,5435317
bur26a.dat,S-2swap,164,1,5444528
bur26a.dat,SA,164,1,5427776
bur26a.dat,TS,164,1,5431727
bur26a.dat,G-2swap,164,2,5453524
bur26a.dat,S-2swap,164,2,5456258
bur26a.dat,SA,164,2,5426670
bur26a.dat,TS,164,2,5441740
bur26a.dat,G-2swap,164,3,5434173
bur26a.dat,S-2swap,164,3,5449449
bur26a.dat,SA,164,3,5434707
bur26a.dat,TS,164,3,5473389
bur26a.dat,G-2swap,164,4,5442768
bur26a.dat,S-2swap,164,4,5437260
bur26a.dat,SA,164,4,5426670
bur26a.dat,TS,164,4,5449758
bur26a.dat,G-2swap,164,5,5438635
bur26a.dat,S-2swap,164,5,5461603
bur26a.dat,SA,164,5,5436046
bur26a.dat,TS,164,5,5442447
bur26a.dat,G-2swap,165,1,5438356
bur26a.dat,S-2swap,165,1,5432990
bur26a.dat,SA,165,1,5445834
bur26a.dat,TS,165,1,5439873
bur26a.dat,G-2swap,165,2,5456112
bur26a.dat,S-2swap,165,2,5434198
bur26a.dat,SA,165,2,5440073
bur26a.dat,TS,165,2,5461363
bur26a.dat,G-2swap,165,3,5449962
bur26a.dat,S-2swap,165,3,5439313
bur26a.dat,SA,165,3,5432371
bur26a.dat,TS,165,3,5439847
bur26a.dat,G-2swap,165,4,5447309
bur26a.dat,S-2swap,165,4,5436085
bur26a.dat,SA,165,4,5438420
bur26a.dat,TS,165,4,5435532
bur26a.dat,G-2swap,165,5,5443052
bur26a.dat,S-2swap,165,5,5439798
bur26a.dat,SA,165,5,5440416
bur26a.dat,TS,165,5,5436784
bur26a.dat,G-2swap,166,1,5457094
bur26a.dat,S-2swap,166,1,5448122
bur26a.dat,SA,166,1,5444250
bur26a.dat,TS,166,1,5443724
bur26a.dat,G-2swap,166,2,5441531
bur26a.dat,S-2swap,166,2,5447874
bur26a.dat,SA,166,2,5455841
bur26a.dat,TS,166,2,5434405
bur26a.dat,G-2swap,166,3,5479344
bur26a.dat,S-2swap,166,3,5439076
bur26a.dat,SA,166,3,5443558
bur26a.dat,TS,166,3,5439419
bur26a.dat,G-2swap,166,4,5445174
bur26a.dat,S-2swap,166,4,5451671
bur26a.dat,SA,166,4,5436338
bur26a.dat,TS,166,4,5435906
bur26a.dat,G-2swap,166,5,5456198
bur26a.dat,S-2swap,166,5,5437945
bur26a.dat,SA,166,5,5434707
bur26a.dat,TS,166,5,5444307
bur26a.dat,G-2swap,167,1,5440915
bur26a.dat,S-2swap,167,1,5450953
bur26a.dat,SA,167,1,5437356
bur26a.dat,TS,167,1,5436339
bur26a.dat,G-2swap,167,2,5455508
bur26a.dat,S-2swap,167,2,5439887
bur26a.dat,SA,167,2,5434405
bur26a.dat,TS,167,2,5441091
bur26a.dat,G-2swap,167,3,5450262
bur26a.dat,S-2swap,167,3,5432048
bur26a.dat,SA,167,3,5426670
bur26a.dat,TS,167,3,5445686
bur26a.dat,G-2swap,167,4,5447125
bur26a.dat,S-2swap,167,4,5441391
bur26a.dat,SA,167,4,5446896
bur26a.dat,TS,167,4,5448225
bur26a.dat,G-2swap,167,5,5448008
bur26a.dat,S-2swap,167,5,5434271
bur26a.dat,SA,167,5,5443784
bur26a.dat,TS,167,5,5436064
bur26a.dat,G-2swap,168,1,5437474
bur26a.dat,S-2swap,168,1,5432675
bur26a.dat,SA,168,1,5432537
bur26a.dat,TS,168,1,5449024
bur26a.dat,G-2swap,168,2,5438408
bur26a.dat,S-2swap,168,2,5452344
bur26a.dat,SA,168,2,5446813
bur26a.dat,TS,168,2,5444628
bur26a.dat,G-2swap,168,3,5446083
bur26a.dat,S-2swap,168,3,5451805
bur26a.dat,SA,168,3,5437654
bur26a.dat,TS,168,3,5450295
bur26a.dat,G-2swap,168,4,5437296
bur26a.dat,S-2swap,168,4,5445485
bur26a.dat,SA,168,4,5436911
bur26a.dat,TS,168,4,5441395
bur26a.dat,G-2swap,168,5,5436446
bur26a.dat,S-2swap,168,5,5441612
bur26a.dat,SA,168,5,5428397
bur26a.dat,TS,168,5,5439873
bur26a.dat,G-2swap,169,1,5440684
bur26a.dat,S-2swap,169,1,5438606
bur26a.dat,SA,169,1,5438063
bur26a.dat,TS,169,1,5457643
bur26a.dat,G-2swap,169,2,5441605
bur26a.dat,S-2swap,169,2,5438754
bur26a.dat,SA,169,2,5426670
bur26a.dat,TS,169,2,5436911
bur26a.dat,G-2swap,169,3,5437945
bur26a.dat,S-2swap,169,3,5439116
bur26a.dat,SA,169,3,5427164
bur26a.dat,TS,169,3,5432604
bur26a.dat,G-2swap,169,4,5437640
bur26a.dat,S-2swap,169,4,5438526
bur26a.dat,SA,169,4,5438694
bur26a.dat,TS,169,4,5435002
bur26a.dat,G-2swap,169,5,5447320
bur26a.dat,S-2swap,169,5,5434758
bur26a.dat,SA,169,5,5436921
bur26a.dat,TS,169,5,5443489
bur26a.dat,G-2swap,170,1,5440822
bur26a.dat,S-2swap,170,1,5431667
bur26a.dat,SA,170,1,5434516
bur26a.dat,TS,170,1,5435887
bur26a.dat,G-2swap,170,2,5450731
bur26a.dat,S-2swap,170,2,5443725
bur26a.dat,SA,170,2,5435130
bur26a.dat,TS,170,2,5440006
bur26a.dat,G-2swap,170,3,5450464
bur26a.dat,S-2swap,170,3,5445189
bur26a.dat,SA,170,3,5427776
bur26a.dat,TS,170,3,5448291
bur26a.dat,G-2swap,170,4,5442624
bur26a.dat,S-2swap,170,4,5444761
bur26a.dat,SA,170,4,5440336
bur26a.dat,TS,170,4,5453352
bur26a.dat,G-2swap,170,5,5444486
bur26a.dat,S-2swap,170,5,5437593
bur26a.dat,SA,170,5,5434390
bur26a.dat,TS,170,5,5442951
bur26a.dat,G-2swap,171,1,5434641
bur26a.dat,S-2swap,171,1,5444486
bur26a.dat,SA,171,1,5428397
bur26a.dat,TS,171,1,5436155
bur26a.dat,G-2swap,171,2,5437373
bur26a.dat,S-2swap,171,2,5434093
bur26a.dat,SA,171,2,5435238
bur26a.dat,TS,171,2,5454119
bur26a.dat,G-2swap,171,3,5446154
bur26a.dat,S-2swap,171,3,5448932
bur26a.dat,SA,171,3,5446671
bur26a.dat,TS,171,3,5441091
bur26a.dat,G-2swap,171,4,5441965
bur26a.dat,S-2swap,171,4,5433474
bur26a.dat,SA,171,4,5426670
bur26a.dat,TS,171,4,5439538
bur26a.dat,G-2swap,171,5,5461954
bur26a.dat,S-2swap,171,5,5448018
bur26a.dat,SA,171,5,5444250
bur26a.dat,TS,171,5,5441184
bur26a.dat,G-2swap,172,1,5439863
bur26a.dat,S-2swap,172,1,5448774
bur26a.dat,SA,172,1,5439746
bur26a.dat,TS,172,1,5445577
bur26a.dat,G-2swap,172,2,5451138
bur26a.dat,S-2swap,172,2,5435749
bur26a.dat,SA,172,2,5433539
bur26a.dat,TS,172,2,5443650
bur26a.dat,G-2swap,172,3,5445303
bur26a.dat,S-2swap,172,3,5434516
bur26a.dat,SA,172,3,5438053
bur26a.dat,TS,172,3,5437547
bur26a.dat,G-2swap,172,4,5448683
bur26a.dat,S-2swap,172,4,5449693
bur26a.dat,SA,172,4,5438092
bur26a.dat,TS,172,4,5450527
bur26a.dat,G-2swap,172,5,5443808
bur26a.dat,S-2swap,172,5,5437423
bur26a.dat,SA,172,5,5438276
bur26a.dat,TS,172,5,5442740
bur26a.dat,G-2swap,173,1,5447736
bur26a.dat,S-2swap,173,1,5448034
bur26a.dat,SA,173,1,5436087
bur26a.dat,TS,173,1,5447213
bur26a.dat,G-2swap,173,2,5431434
bur26a.dat,S-2swap,173,2,5446783
bur26a.dat,SA,173,2,5435460
bur26a.dat,TS,173,2,5435221
bur26a.dat,G-2swap,173,3,5443436
bur26a.dat,S-2swap,173,3,5445724
bur26a.dat,SA,173,3,5446349
bur26a.dat,TS,173,3,5438891
bur26a.dat,G-2swap,173,4,5440370
bur26a.dat,S-2swap,173,4,5448783
bur26a.dat,SA,173,4,5441838
bur26a.dat,TS,173,4,5438094
bur26a.dat,G-2swap,173,5,5439700
bur26a.dat,S-2swap,173,5,5445466
bur26a.dat,SA,173,5,5435756
bur26a.dat,TS,173,5,5444374
bur26a.dat,G-2swap,174,1,5437293
bur26a.dat,S-2swap,174,1,5442839
bur26a.dat,SA,174,1,5432618
bur26a.dat,TS,174,1,5443650
bur26a.dat,G-2swap,174,2,5459002
bur26a.dat,S-2swap,174,2,5447303
bur26a.dat,SA,174,2,5428216
bur26a.dat,TS,174,2,5439917
bur26a.dat,G-2swap,174,3,5452735
bur26a.dat,S-2swap,174,3,5457135
bur26a.dat,SA,174,3,5437888
bur26a.dat,TS,174,3,5438353
bur26a.dat,G-2swap,174,4,5444367
bur26a.dat,S-2swap,174,4,5445631
bur26a.dat,SA,174,4,5444367
bur26a.dat,TS,174,4,5440440
bur26a.dat,G-2swap,174,5,5457593
bur26a.dat,S-2swap,174,5,5450489
bur26a.dat,SA,174,5,5438053
bur26a.dat,TS,174,5,5431727
bur26a.dat,G-2swap,175,1,5457860
bur26a.dat,S-2swap,175,1,5441121
bur26a.dat,SA,175,1,5436433
bur26a.dat,TS,175,1,5443103
bur26a.dat,G-2swap,175,2,5453121
bur26a.dat,S-2swap,175,2,5450109
bur26a.dat,SA,175,2,5432936
bur26a.dat,TS,175,2,5445776
bur26a.dat,G-2swap,175,3,5436526
bur26a.dat,S-2swap,175,3,5441993
bur26a.dat,SA,175,3,5435034
bur26a.dat,TS,175,3,5434783
bur26a.dat,G-2swap,175,4,5465183
bur26a.dat,S-2swap,175,4,5439190
bur26a.dat,SA,175,4,5427110
bur26a.dat,TS,175,4,5435483
bur26a.dat,G-2swap,175,5,5444992
bur26a.dat,S-2swap,175,5,5448276
bur26a.dat,SA,175,5,5444633
bur26a.dat,TS,175,5,5435034
bur26a.dat,G-2swap,176,1,5446263
bur26a.dat,S-2swap,176,1,5443340
bur26a.dat,SA,176,1,5436911
bur26a.dat,TS,176,1,5435461
bur26a.dat,G-2swap,176,2,5451584
bur26a.dat,S-2swap,176,2,5451706
bur26a.dat,SA,176,2,5432604
bur26a.dat,TS,176,2,5437947
bur26a.dat,G-2swap,176,3,5442933
bur26a.dat,S-2swap,176,3,5457032
bur26a.dat,SA,176,3,5436605
bur26a.dat,TS,176,3,5449071
bur26a.dat,G-2swap,176,4,5445672
bur26a.dat,S-2swap,176,4,5476178
bur26a.dat,SA,176,4,5426670
bur26a.dat,TS,176,4,5432604
bur26a.dat,G-2swap,176,5,5472118
bur26a.dat,S-2swap,176,5,5447314
bur26a.dat,SA,176,5,5433231
bur26a.dat,TS,176,5,5436606
bur26a.dat,G-2swap,177,1,5444048
bur26a.dat,S-2swap,177,1,5471771
bur26a.dat,SA,177,1,5436784
bur26a.dat,TS,177,1,5450009
bur26a.dat,G-2swap,177,2,5439155
bur26a.dat,S-2swap,177,2,5437939
bur26a.dat,SA,177,2,5432936
bur26a.dat,TS,177,2,5447058
bur26a.dat,G-2swap,177,3,5441315
bur26a.dat,S-2swap,177,3,5436581
bur26a.dat,SA,177,3,5436911
bur26a.dat,TS,177,3,5439185
bur26a.dat,G-2swap,177,4,5456969
bur26a.dat,S-2swap,177,4,5431819
bur26a.dat,SA,177,4,5434117
bur26a.dat,TS,177,4,5447735
bur26a.dat,G-2swap,177,5,5439123
bur26a.dat,S-2swap,177,5,5438637
bur26a.dat,SA,177,5,5438770
bur26a.dat,TS,177,5,5445919
bur26a.dat,G-2swap,178,1,5438954
bur26a.dat,S-2swap,178,1,5435238
bur26a.dat,SA,178,1,5446287
bur26a.dat,TS,178,1,5435035
bur26a.dat,G-2swap,178,2,5450269
bur26a.dat,S-2swap,178,2,5439075
bur26a.dat,SA,178,2,5435304
bur26a.dat,TS,178,2,5441021
bur26a.dat,G-2swap,178,3,5448355
bur26a.dat,S-2swap,178,3,5439373
bur26a.dat,SA,178,3,5444197
bur26a.dat,TS,178,3,5435428
bur26a.dat,G-2swap,178,4,5448812
bur26a.dat,S-2swap,178,4,5435781
bur26a.dat,SA,178,4,5459176
bur26a.dat,TS,178,4,5434768
bur26a.dat,G-2swap,178,5,5456081
bur26a.dat,S-2swap,178,5,5475989
bur26a.dat,SA,178,5,5438642
bur26a.dat,TS,178,5,5451550
bur26a.dat,G-2swap,179,1,5437947
bur26a.dat,S-2swap,179,1,5440245
bur26a.dat,SA,179,1,5427776
bur26a.dat,TS,179,1,5430456
bur26a.dat,G-2swap,179,2,5434234
bur26a.dat,S-2swap,179,2,5456172
bur26a.dat,SA,179,2,5434636
bur26a.dat,TS,179,2,5447459
bur26a.dat,G-2swap,179,3,5438096
bur26a.dat,S-2swap,179,3,5454562
bur26a.dat,SA,179,3,5438299
bur26a.dat,TS,179,3,5433685
bur26a.dat,G-2swap,179,4,5452582
bur26a.dat,S-2swap,179,4,5445760
bur26a.dat,SA,179,4,5437288
bur26a.dat,TS,179,4,5437637
bur26a.dat,G-2swap,179,5,5439146
bur26a.dat,S-2swap,179,5,5445667
bur26a.dat,SA,179,5,5447155
bur26a.dat,TS,179,5,5448092
bur26a.dat,G-2swap,180,1,5448678
bur26a.dat,S-2swap,180,1,5454897
bur26a.dat,SA,180,1,5448480
bur26a.dat,TS,180,1,5434636
bur26a.dat,G-2swap,180,2,5428397
bur26a.dat,S-2swap,180,2,5446010
bur26a.dat,SA,180,2,5459092
bur26a.dat,TS,180,2,5431434
bur26a.dat,G-2swap,180,3,5451941
bur26a.dat,S-2swap,180,3,5448684
bur26a.dat,SA,180,3,5432133
bur26a.dat,TS,180,3,5445943
bur26a.dat,G-2swap,180,4,5453740
bur26a.dat,S-2swap,180,4,5435356
bur26a.dat,SA,180,4,5452695
bur26a.dat,TS,180,4,5442604
bur26a.dat,G-2swap,180,5,5434768
bur26a.dat,S-2swap,180,5,5439158
bur26a.dat,SA,180,5,5441537
bur26a.dat,TS,180,5,5434555
bur26a.dat,G-2swap,181,1,5441887
bur26a.dat,S-2swap,181,1,5442373
bur26a.dat,SA,181,1,5438092
bur26a.dat,TS,181,1,5435996
bur26a.dat,G-2swap,181,2,5439101
bur26a.dat,S-2swap,181,2,5450269
bur26a.dat,SA,181,2,5432458
bur26a.dat,TS,181,2,5436818
bur26a.dat,G-2swap,181,3,5447675
bur26a.dat,S-2swap,181,3,5434920
bur26a.dat,SA,181,3,5436126
bur26a.dat,TS,181,3,5437593
bur26a.dat,G-2swap,181,4,5443767
bur26a.dat,S-2swap,181,4,5443340
bur26a.dat,SA,181,4,5434681
bur26a.dat,TS,181,4,5446912
bur26a.dat,G-2swap,181,5,5443963
bur26a.dat,S-2swap,181,5,5450403
bur26a.dat,SA,181,5,5436784
bur26a.dat,TS,181,5,5439476
bur26a.dat,G-2swap,182,1,5443784
bur26a.dat,S-2swap,182,1,5439621
bur26a.dat,SA,182,1,5434017
bur26a.dat,TS,182,1,5435457
bur26a.dat,G-2swap,182,2,5432090
bur26a.dat,S-2swap,182,2,5449711
bur26a.dat,SA,182,2,5445024
bur26a.dat,TS,182,2,5438471
bur26a.dat,G-2swap,182,3,5436785
bur26a.dat,S-2swap,182,3,5453113
bur26a.dat,SA,182,3,5438775
bur26a.dat,TS,182,3,5445339
bur26a.dat,G-2swap,182,4,5443991
bur26a.dat,S-2swap,182,4,5452981
bur26a.dat,SA,182,4,5434721
bur26a.dat,TS,182,4,5436352
bur26a.dat,G-2swap,182,5,5439043
bur26a.dat,S-2swap,182,5,5446868
bur26a.dat,SA,182,5,5433553
bur26a.dat,TS,182,5,5437497
bur26a.dat,G-2swap,183,1,5448954
bur26a.dat,S-2swap,183,1,5443728
bur26a.dat,SA,183,1,5433539
bur26a.dat,TS,183,1,5434116
bur26a.dat,G-2swap,183,2,5433517
bur26a.dat,S-2swap,183,2,5475979
bur26a.dat,SA,183,2,5434379
bur26a.dat,TS,183,2,5449273
bur26a.dat,G-2swap,183,3,5437539
bur26a.dat,S-2swap,183,3,5433814
bur26a.dat,SA,183,3,5432763
bur26a.dat,TS,183,3,5435560
bur26a.dat,G-2swap,183,4,5433266
bur26a.dat,S-2swap,183,4,5446953
bur26a.dat,SA,183,4,5444720
bur26a.dat,TS,183,4,5438096
bur26a.dat,G-2swap,183,5,5438286
bur26a.dat,S-2swap,183,5,5441014
bur26a.dat,SA,183,5,5431449
bur26a.dat,TS,183,5,5445133
bur26a.dat,G-2swap,184,1,5447395
bur26a.dat,S-2swap,184,1,5432238
bur26a.dat,SA,184,1,5432358
bur26a.dat,TS,184,1,5428397
bur26a.dat,G-2swap,184,2,5452032
bur26a.dat,S-2swap,184,2,5438754
bur26a.dat,SA,184,2,5435460
bur26a.dat,TS,184,2,5444974
bur26a.dat,G-2swap,184,3,5442696
bur26a.dat,S-2swap,184,3,5456008
bur26a.dat,SA,184,3,5433286
bur26a.dat,TS,184,3,5447186
bur26a.dat,G-2swap,184,4,5440597
bur26a.dat,S-2swap,184,4,5488080
bur26a.dat,SA,184,4,5433319
bur26a.dat,TS,184,4,5444497
bur26a.dat,G-2swap,184,5,5438198
bur26a.dat,S-2swap,184,5,5454512
bur26a.dat,SA,184,5,5445612
bur26a.dat,TS,184,5,5435783
bur26a.dat,G-2swap,185,1,5437761
bur26a.dat,S-2swap,185,1,5444619
bur26a.dat,SA,185,1,5432675
bur26a.dat,TS,185,1,5435461
bur26a.dat,G-2swap,185,2,5442714
bur26a.dat,S-2swap,185,2,5434402
bur26a.dat,SA,185,2,5435130
bur26a.dat,TS,185,2,5437738
bur26a.dat,G-2swap,185,3,5465069
bur26a.dat,S-2swap,185,3,5439477
bur26a.dat,SA,185,3,5437832
bur26a.dat,TS,185,3,5452052
bur26a.dat,G-2swap,185,4,5437203
bur26a.dat,S-2swap,185,4,5439359
bur26a.dat,SA,185,4,5432133
bur26a.dat,TS,185,4,5439009
bur26a.dat,G-2swap,185,5,5443633
bur26a.dat,S-2swap,185,5,5438271
bur26a.dat,SA,185,5,5439063
bur26a.dat,TS,185,5,5434117
bur26a.dat,G-2swap,186,1,5440412
bur26a.dat,S-2swap,186,1,5451281
bur26a.dat,SA,186,1,5435958
bur26a.dat,TS,186,1,5438112
bur26a.dat,G-2swap,186,2,5455077
bur26a.dat,S-2swap,186,2,5439693
bur26a.dat,SA,186,2,5435211
bur26a.dat,TS,186,2,5439633
bur26a.dat,G-2swap,186,3,5478187
bur26a.dat,S-2swap,186,3,5432357
bur26a.dat,SA,186,3,5433456
bur26a.dat,TS,186,3,5438353
bur26a.dat,G-2swap,186,4,5450923
bur26a.dat,S-2swap,186,4,5437931
bur26a.dat,SA,186,4,5435057
bur26a.dat,TS,186,4,5446760
bur26a.dat,G-2swap,186,5,5454991
bur26a.dat,S-2swap,186,5,5434212
bur26a.dat,SA,186,5,5438642
bur26a.dat,TS,186,5,5446633
bur26a.dat,G-2swap,187,1,5440389
bur26a.dat,S-2swap,187,1,5440429
bur26a.dat,SA,187,1,5448477
bur26a.dat,TS,187,1,5436784
bur26a.dat,G-2swap,187,2,5445540
bur26a.dat,S-2swap,187,2,5443511
bur26a.dat,SA,187,2,5445811
bur26a.dat,TS,187,2,5434681
bur26a.dat,G-2swap,187,3,5450699
bur26a.dat,S-2swap,187,3,5448689
bur26a.dat,SA,187,3,5434707
bur26a.dat,TS,187,3,5438103
bur26a.dat,G-2swap,187,4,5434991
bur26a.dat,S-2swap,187,4,5467307
bur26a.dat,SA,187,4,5453469
bur26a.dat,TS,187,4,5434707
bur26a.dat,G-2swap,187,5,5445214
bur26a.dat,S-2swap,187,5,5448934
bur26a.dat,SA,187,5,5435221
bur26a.dat,TS,187,5,5444393
bur26a.dat,G-2swap,188,1,5443274
bur26a.dat,S-2swap,188,1,5447505
bur26a.dat,SA,188,1,5434083
bur26a.dat,TS,188,1,5435460
bur26a.dat,G-2swap,188,2,5439856
bur26a.dat,S-2swap,188,2,5439185
bur26a.dat,SA,188,2,5444943
bur26a.dat,TS,188,2,5452887
bur26a.dat,G-2swap,188,3,5444994
bur26a.dat,S-2swap,188,3,5436339
bur26a.dat,SA,188,3,5432763
bur26a.dat,TS,188,3,5438947
bur26a.dat,G-2swap,188,4,5458087
bur26a.dat,S-2swap,188,4,5434439
bur26a.dat,SA,188,4,5433813
bur26a.dat,TS,188,4,5437759
bur26a.dat,G-2swap,188,5,5441357
bur26a.dat,S-2swap,188,5,5438811
bur26a.dat,SA,188,5,5438293
