Instance,Algorithm,Run,InitialFitness,InitialSolution,FinalFitness,FinalSolution,TimeMs,Evaluations,Steps
esc32c.dat,G-2swap,4,914,"[20, 0, 9, 14, 15, 10, 7, 28, 30, 2, 18, 6, 23, 31, 8, 4, 19, 12, 16, 5, 24, 26, 22, 25, 21, 17, 1, 13, 11, 27, 29, 3]",814,"[29, 11, 27, 10, 23, 6, 9, 24, 21, 3, 2, 19, 18, 7, 13, 4, 22, 15, 14, 5, 17, 12, 31, 8, 20, 1, 30, 16, 28, 0, 26, 25]",0.095199,60,10
esc32c.dat,G-2swap,5,922,"[16, 31, 17, 15, 21, 27, 4, 12, 29, 11, 25, 28, 18, 14, 13, 7, 26, 8, 30, 20, 5, 10, 9, 24, 3, 0, 2, 23, 1, 22, 6, 19]",838,"[26, 24, 30, 28, 15, 12, 22, 29, 10, 4, 0, 9, 8, 20, 23, 21, 17, 5, 1, 16, 3, 13, 7, 18, 6, 31, 27, 14, 2, 19, 25, 11]",0.071,65,10
esc32c.dat,G-2swap,6,984,"[17, 0, 1, 11, 5, 15, 18, 3, 26, 13, 23, 22, 27, 6, 8, 25, 9, 4, 30, 16, 14, 28, 12, 10, 29, 31, 20, 24, 21, 2, 7, 19]",824,"[11, 10, 25, 5, 7, 28, 18, 14, 21, 22, 20, 23, 4, 13, 6, 16, 17, 30, 26, 12, 29, 24, 3, 15, 19, 27, 8, 31, 2, 1, 9, 0]",0.0591,49,10
esc32c.dat,G-2swap,7,904,"[21, 4, 10, 24, 22, 2, 7, 14, 16, 30, 15, 0, 31, 23, 1, 18, 3, 17, 26, 6, 9, 28, 20, 29, 8, 13, 11, 19, 27, 25, 12, 5]",844,"[21, 6, 10, 31, 11, 16, 9, 19, 12, 26, 8, 25, 27, 2, 23, 18, 14, 30, 24, 20, 22, 17, 4, 13, 5, 29, 15, 7, 3, 1, 0, 28]",0.0704,45,10
esc32c.dat,G-2swap,8,954,"[13, 2, 15, 17, 20, 31, 29, 3, 9, 16, 5, 18, 22, 6, 23, 11, 26, 21, 14, 8, 10, 19, 7, 25, 27, 0, 30, 24, 4, 1, 28, 12]",834,"[19, 14, 10, 27, 29, 7, 0, 23, 13, 21, 8, 12, 24, 6, 16, 9, 28, 30, 4, 1, 18, 31, 22, 15, 20, 11, 25, 17, 3, 5, 2, 26]",0.0679,62,10
esc32c.dat,G-2swap,9,962,"[25, 20, 6, 11, 28, 29, 23, 7, 10, 26, 30, 31, 1, 5, 4, 16, 21, 19, 27, 0, 17, 13, 14, 15, 2, 24, 8, 22, 3, 18, 12, 9]",862,"[4, 29, 30, 12, 18, 31, 13, 23, 15, 1, 3, 17, 19, 0, 8, 7, 10, 16, 21, 11, 24, 28, 2, 14, 22, 9, 27, 5, 20, 6, 26, 25]",0.066199,60,10
esc32c.dat,G-2swap,10,866,"[27, 25, 31, 26, 30, 2, 18, 15, 0, 16, 14, 6, 13, 24, 9, 12, 29, 20, 10, 3, 22, 4, 8, 21, 23, 19, 28, 11, 17, 5, 7, 1]",824,"[27, 25, 31, 26, 30, 2, 18, 15, 0, 16, 14, 6, 13, 24, 8, 12, 29, 20, 10, 3, 22, 4, 9, 21, 23, 19, 28, 11, 17, 5, 7, 1]",0.0563,45,10
esc32c.dat,G-2swap,11,886,"[7, 3, 17, 15, 11, 27, 23, 18, 2, 20, 16, 26, 28, 14, 21, 24, 22, 10, 9, 12, 13, 31, 25, 6, 5, 30, 4, 1, 29, 19, 8, 0]",782,"[10, 12, 30, 6, 25, 24, 5, 2, 26, 28, 19, 1, 29, 16, 13, 8, 9, 0, 17, 27, 22, 31, 7, 23, 3, 14, 15, 11, 18, 20, 21, 4]",0.1294,44,10
esc32c.dat,G-2swap,12,892,"[2, 19, 5, 7, 0, 23, 4, 8, 31, 1, 12, 21, 22, 13, 20, 6, 30, 28, 3, 11, 25, 18, 29, 17, 10, 16, 9, 26, 15, 14, 24, 27]",838,"[19, 30, 10, 26, 2, 9, 29, 16, 1, 13, 12, 7, 11, 28, 8, 6, 18, 5, 4, 0, 3, 20, 31, 25, 22, 15, 24, 27, 17, 14, 21, 23]",0.0664,59,10
esc32c.dat,G-2swap,13,856,"[20, 1, 4, 19, 8, 3, 17, 26, 12, 13, 28, 9, 22, 29, 5, 15, 11, 6, 14, 31, 16, 24, 25, 2, 27, 30, 10, 0, 21, 23, 18, 7]",796,"[27, 17, 3, 29, 10, 30, 9, 22, 28, 4, 25, 21, 20, 16, 31, 12, 8, 24, 14, 13, 2, 7, 5, 1, 0, 11, 19, 15, 23, 18, 6, 26]",0.059099,49,10
esc32c.dat,G-2swap,14,870,"[10, 17, 21, 2, 30, 4, 22, 27, 12, 5, 28, 20, 6, 29, 31, 13, 26, 3, 0, 9, 23, 15, 14, 16, 11, 7, 8, 24, 1, 19, 18, 25]",784,"[8, 7, 30, 0, 20, 31, 25, 21, 3, 23, 17, 9, 27, 29, 13, 16, 5, 19, 15, 22, 26, 1, 14, 18, 12, 24, 6, 4, 28, 10, 11, 2]",0.0575,47,10
esc32c.dat,G-2swap,15,962,"[27, 8, 15, 14, 17, 1, 5, 30, 19, 3, 31, 6, 28, 0, 23, 12, 25, 4, 18, 21, 11, 26, 22, 10, 7, 9, 24, 20, 16, 13, 29, 2]",880,"[17, 2, 20, 6, 18, 11, 4, 25, 24, 27, 31, 28, 14, 13, 7, 10, 19, 30, 23, 21, 15, 5, 1, 22, 26, 3, 16, 8, 29, 0, 9, 12]",0.066899,59,10
esc32c.dat,G-2swap,16,908,"[12, 7, 5, 17, 20, 26, 25, 29, 19, 13, 8, 27, 9, 10, 3, 18, 23, 31, 22, 6, 1, 21, 24, 16, 30, 14, 15, 4, 28, 11, 0, 2]",842,"[4, 25, 24, 16, 22, 7, 1, 14, 31, 19, 11, 23, 18, 28, 2, 10, 3, 26, 17, 21, 20, 12, 5, 9, 29, 30, 0, 6, 15, 8, 13, 27]",0.0626,49,10
esc32c.dat,G-2swap,17,928,"[11, 10, 26, 2, 16, 4, 25, 24, 12, 9, 14, 1, 21, 6, 3, 8, 18, 30, 22, 13, 23, 19, 28, 7, 15, 5, 20, 27, 29, 17, 31, 0]",876,"[9, 25, 0, 1, 7, 3, 29, 6, 24, 22, 21, 8, 12, 14, 10, 11, 15, 30, 31, 27, 4, 18, 5, 19, 23, 17, 20, 13, 2, 26, 16, 28]",0.0519,39,10
esc32c.dat,G-2swap,18,818,"[6, 27, 3, 12, 15, 28, 17, 20, 4, 25, 31, 21, 5, 7, 13, 19, 9, 11, 23, 26, 22, 2, 24, 8, 1, 30, 16, 18, 29, 10, 14, 0]",780,"[6, 27, 4, 12, 15, 28, 17, 20, 3, 25, 31, 21, 5, 7, 13, 19, 9, 11, 23, 26, 22, 2, 24, 8, 1, 30, 16, 18, 29, 10, 14, 0]",0.0655,59,10
esc32c.dat,G-2swap,19,906,"[20, 30, 15, 12, 26, 5, 3, 0, 21, 18, 11, 6, 2, 19, 28, 27, 17, 29, 1, 31, 13, 16, 24, 7, 22, 9, 8, 23, 25, 4, 10, 14]",852,"[18, 14, 8, 27, 21, 4, 25, 16, 19, 22, 12, 3, 6, 5, 17, 9, 20, 29, 0, 1, 31, 15, 26, 2, 13, 30, 23, 24, 10, 11, 28, 7]",0.1442,57,10
esc32c.dat,G-2swap,20,898,"[14, 5, 7, 15, 4, 31, 29, 18, 30, 23, 19, 17, 13, 8, 21, 9, 1, 10, 25, 16, 12, 24, 6, 22, 3, 26, 27, 11, 0, 2, 28, 20]",768,"[25, 21, 17, 29, 7, 14, 23, 5, 20, 6, 18, 4, 0, 24, 26, 8, 16, 22, 28, 1, 27, 12, 10, 31, 2, 13, 15, 30, 19, 9, 11, 3]",0.0723,67,10
esc32c.dat,S-2swap,1,904,"[16, 31, 29, 13, 9, 28, 19, 30, 12, 5, 0, 18, 10, 14, 1, 22, 3, 4, 20, 7, 26, 23, 17, 25, 11, 6, 8, 24, 21, 27, 15, 2]",642,"[30, 12, 24, 22, 15, 5, 16, 14, 7, 3, 1, 9, 8, 0, 11, 2, 6, 4, 10, 13, 18, 20, 23, 25, 19, 31, 21, 17, 27, 28, 26, 29]",37.4305,61029,113
esc32c.dat,S-2swap,2,914,"[4, 27, 5, 7, 25, 30, 11, 13, 15, 18, 6, 21, 14, 0, 22, 29, 26, 10, 12, 24, 9, 31, 20, 3, 8, 1, 2, 28, 23, 17, 16, 19]",642,"[19, 18, 30, 17, 12, 0, 1, 9, 15, 14, 11, 3, 7, 2, 5, 10, 8, 6, 4, 13, 16, 31, 26, 28, 29, 24, 22, 21, 25, 20, 23, 27]",33.6588,54581,100
esc32c.dat,S-2swap,3,944,"[27, 6, 0, 9, 14, 31, 25, 23, 28, 7, 5, 18, 20, 12, 17, 13, 1, 2, 24, 3, 21, 15, 4, 16, 19, 8, 29, 26, 30, 22, 11, 10]",642,"[29, 17, 1, 28, 6, 3, 30, 10, 2, 22, 26, 18, 19, 31, 15, 27, 11, 7, 23, 14, 24, 21, 13, 9, 8, 12, 5, 0, 16, 4, 20, 25]",32.223801,53589,98
esc32c.dat,S-2swap,4,930,"[8, 3, 17, 26, 6, 18, 5, 4, 10, 1, 13, 15, 23, 25, 0, 29, 28, 24, 21, 27, 31, 22, 19, 2, 11, 20, 30, 9, 12, 14, 16, 7]",642,"[22, 11, 25, 18, 1, 14, 30, 9, 12, 10, 7, 6, 4, 5, 8, 15, 0, 13, 2, 3, 31, 26, 29, 16, 21, 20, 28, 23, 27, 17, 24, 19]",33.4594,54581,100
esc32c.dat,S-2swap,5,878,"[7, 14, 12, 23, 4, 5, 25, 30, 16, 13, 3, 0, 2, 22, 1, 28, 15, 20, 6, 9, 18, 11, 26, 24, 8, 19, 29, 10, 27, 31, 21, 17]",642,"[23, 0, 17, 7, 6, 14, 27, 12, 10, 18, 26, 30, 28, 24, 2, 16, 20, 22, 8, 4, 9, 25, 15, 21, 5, 3, 29, 19, 31, 1, 13, 11]",33.2812,55077,101
esc32c.dat,S-2swap,6,904,"[8, 29, 24, 7, 1, 22, 31, 12, 30, 15, 2, 4, 9, 27, 11, 10, 3, 19, 17, 23, 26, 0, 18, 28, 21, 16, 20, 5, 13, 25, 6, 14]",642,"[15, 5, 8, 11, 30, 22, 24, 26, 19, 28, 17, 25, 29, 21, 27, 16, 23, 20, 31, 18, 4, 2, 7, 9, 1, 14, 10, 13, 3, 0, 12, 6]",36.470199,59045,109
esc32c.dat,S-2swap,7,912,"[17, 27, 23, 7, 5, 16, 24, 11, 8, 3, 12, 31, 21, 0, 28, 20, 25, 18, 19, 4, 9, 30, 6, 22, 29, 26, 14, 13, 2, 15, 10, 1]",642,"[9, 29, 11, 1, 24, 23, 7, 25, 27, 19, 26, 30, 31, 18, 20, 22, 17, 21, 16, 28, 10, 6, 2, 5, 14, 0, 4, 15, 8, 13, 12, 3]",34.023099,53093,97
esc32c.dat,S-2swap,8,950,"[22, 25, 16, 31, 2, 11, 12, 14, 5, 13, 3, 6, 7, 27, 20, 30, 23, 8, 24, 28, 15, 29, 26, 10, 0, 18, 21, 1, 4, 9, 17, 19]",642,"[3, 28, 9, 11, 30, 18, 5, 26, 31, 29, 20, 21, 23, 16, 19, 17, 25, 27, 22, 24, 0, 4, 8, 15, 7, 14, 10, 13, 2, 6, 1, 12]",35.698799,59541,110
esc32c.dat,S-2swap,9,956,"[0, 15, 1, 17, 4, 7, 23, 19, 6, 13, 25, 3, 16, 14, 10, 5, 29, 11, 28, 18, 9, 12, 31, 27, 8, 22, 26, 20, 2, 30, 21, 24]",642,"[0, 5, 10, 1, 14, 13, 25, 4, 28, 12, 31, 23, 7, 29, 22, 21, 20, 15, 30, 6, 11, 27, 3, 18, 26, 17, 16, 24, 9, 8, 2, 19]",33.28,56069,103
esc32c.dat,S-2swap,10,910,"[0, 5, 24, 19, 3, 10, 25, 21, 23, 7, 12, 8, 13, 31, 27, 22, 26, 15, 28, 4, 29, 1, 11, 6, 18, 16, 9, 20, 2, 17, 14, 30]",642,"[22, 3, 23, 6, 9, 18, 20, 27, 26, 2, 16, 17, 25, 0, 8, 24, 19, 1, 10, 11, 21, 5, 30, 13, 29, 14, 15, 31, 12, 28, 7, 4]",34.316501,55573,102
esc32c.dat,S-2swap,11,916,"[7, 13, 1, 10, 31, 11, 25, 8, 18, 27, 3, 6, 29, 2, 21, 9, 30, 15, 14, 20, 12, 5, 26, 23, 0, 19, 28, 4, 17, 22, 16, 24]",642,"[27, 24, 28, 25, 5, 19, 21, 7, 22, 6, 16, 20, 4, 2, 17, 0, 3, 1, 18, 23, 8, 12, 30, 14, 31, 13, 29, 10, 9, 15, 11, 26]",33.097899,55573,102
esc32c.dat,S-2swap,12,936,"[19, 21, 11, 6, 4, 15, 26, 12, 22, 30, 10, 0, 23, 2, 16, 27, 25, 8, 28, 13, 24, 18, 20, 29, 5, 9, 31, 14, 17, 3, 7, 1]",642,"[26, 24, 18, 10, 7, 15, 19, 23, 13, 11, 17, 21, 5, 9, 29, 1, 31, 27, 25, 3, 28, 14, 20, 12, 8, 30, 22, 16, 4, 6, 0, 2]",31.515401,53093,97
esc32c.dat,S-2swap,13,936,"[30, 10, 3, 7, 29, 1, 18, 0, 12, 26, 25, 9, 16, 11, 2, 5, 13, 31, 23, 14, 15, 4, 22, 6, 21, 28, 17, 19, 8, 20, 24, 27]",642,"[30, 0, 26, 22, 15, 7, 19, 31, 29, 23, 1, 9, 13, 5, 21, 17, 11, 3, 25, 27, 18, 2, 8, 16, 4, 28, 14, 10, 20, 12, 6, 24]",30.5448,50117,91
esc32c.dat,S-2swap,14,910,"[23, 22, 2, 21, 28, 8, 6, 27, 17, 18, 14, 7, 24, 10, 5, 26, 4, 20, 9, 30, 1, 15, 29, 13, 31, 11, 12, 3, 0, 19, 16, 25]",642,"[10, 7, 4, 11, 16, 17, 18, 26, 25, 21, 30, 22, 23, 28, 29, 31, 19, 27, 20, 24, 6, 8, 3, 2, 5, 14, 0, 15, 12, 13, 9, 1]",33.2437,55573,102
esc32c.dat,S-2swap,15,910,"[12, 27, 1, 0, 31, 6, 4, 14, 16, 17, 23, 11, 25, 29, 8, 13, 28, 30, 15, 18, 21, 24, 26, 19, 3, 9, 10, 22, 5, 7, 20, 2]",642,"[19, 13, 17, 27, 18, 30, 20, 16, 28, 4, 12, 8, 10, 6, 2, 14, 26, 0, 24, 22, 29, 23, 25, 21, 3, 1, 5, 7, 11, 31, 9, 15]",31.8289,52597,96
esc32c.dat,S-2swap,16,894,"[1, 28, 24, 16, 14, 26, 25, 20, 4, 30, 27, 13, 8, 12, 23, 11, 29, 22, 7, 21, 19, 0, 5, 15, 3, 18, 6, 10, 17, 9, 31, 2]",642,"[22, 11, 30, 6, 21, 5, 4, 20, 12, 29, 8, 9, 25, 24, 0, 28, 17, 13, 1, 16, 31, 23, 2, 14, 10, 19, 18, 26, 3, 15, 27, 7]",35.469801,59045,109
esc32c.dat,S-2swap,17,946,"[5, 1, 20, 2, 28, 24, 23, 19, 3, 31, 26, 6, 7, 14, 9, 29, 17, 8, 25, 11, 18, 4, 30, 27, 22, 0, 21, 13, 15, 16, 10, 12]",642,"[5, 22, 4, 7, 17, 18, 15, 16, 27, 23, 29, 28, 24, 30, 25, 31, 21, 19, 26, 20, 13, 6, 10, 3, 9, 1, 12, 0, 8, 11, 2, 14]",33.2445,55573,102
esc32c.dat,S-2swap,18,960,"[18, 27, 28, 9, 16, 1, 15, 14, 0, 2, 25, 24, 12, 31, 7, 13, 30, 22, 11, 29, 8, 10, 3, 17, 4, 20, 23, 6, 5, 21, 19, 26]",642,"[21, 5, 19, 29, 30, 2, 10, 26, 20, 22, 8, 12, 28, 4, 16, 0, 18, 6, 14, 24, 27, 17, 23, 15, 3, 31, 9, 13, 11, 25, 7, 1]",35.820401,60037,111
esc32c.dat,S-2swap,19,872,"[27, 21, 8, 17, 2, 6, 24, 23, 20, 16, 5, 13, 1, 19, 18, 26, 7, 22, 3, 9, 31, 29, 30, 11, 14, 0, 12, 4, 25, 28, 10, 15]",642,"[15, 30, 23, 11, 17, 25, 8, 0, 5, 16, 29, 28, 24, 20, 4, 21, 13, 12, 9, 1, 14, 6, 7, 22, 3, 31, 27, 10, 19, 18, 26, 2]",30.2483,50613,92
esc32c.dat,S-2swap,20,928,"[2, 22, 23, 0, 20, 4, 25, 1, 8, 27, 6, 21, 18, 24, 28, 9, 16, 12, 31, 3, 30, 15, 5, 11, 26, 13, 7, 19, 14, 10, 29, 17]",642,"[23, 21, 2, 31, 1, 24, 30, 5, 16, 8, 13, 12, 28, 29, 0, 25, 9, 20, 4, 17, 26, 11, 19, 3, 15, 27, 6, 18, 14, 7, 22, 10]",33.627,56565,104
esc32c.dat,SA,1,878,"[21, 13, 14, 24, 8, 23, 3, 9, 31, 30, 7, 19, 18, 29, 27, 12, 28, 11, 15, 2, 0, 16, 25, 22, 4, 1, 6, 17, 5, 10, 26, 20]",642,"[10, 6, 5, 14, 25, 19, 28, 24, 27, 26, 17, 16, 20, 23, 22, 21, 30, 18, 31, 29, 0, 12, 3, 15, 8, 9, 4, 2, 1, 7, 13, 11]",9.6202,13323,3193
esc32c.dat,SA,2,988,"[15, 28, 29, 2, 26, 12, 20, 30, 27, 8, 18, 31, 5, 14, 9, 16, 19, 3, 23, 4, 17, 13, 1, 11, 25, 6, 0, 24, 10, 22, 21, 7]",642,"[16, 29, 8, 0, 18, 3, 10, 6, 27, 7, 22, 23, 31, 30, 11, 14, 15, 19, 26, 2, 21, 24, 28, 9, 17, 13, 25, 4, 20, 1, 12, 5]",7.9702,12523,3082
esc32c.dat,SA,3,964,"[6, 10, 20, 26, 0, 8, 5, 4, 1, 30, 22, 28, 17, 3, 12, 25, 9, 31, 11, 21, 18, 19, 23, 15, 16, 14, 27, 24, 2, 13, 29, 7]",642,"[15, 21, 1, 13, 10, 14, 18, 2, 30, 24, 20, 16, 0, 4, 12, 28, 22, 8, 6, 26, 7, 19, 5, 27, 29, 3, 25, 31, 9, 11, 23, 17]",8.059901,12203,2905
esc32c.dat,SA,4,888,"[14, 3, 9, 24, 19, 20, 30, 31, 0, 21, 6, 10, 17, 4, 13, 8, 22, 12, 16, 23, 29, 25, 18, 7, 5, 15, 2, 1, 28, 11, 27, 26]",642,"[27, 2, 24, 11, 4, 3, 31, 0, 18, 17, 22, 23, 21, 6, 20, 7, 5, 16, 19, 1, 8, 26, 9, 10, 15, 25, 14, 12, 30, 28, 13, 29]",8.5473,13323,3360
esc32c.dat,SA,5,974,"[19, 9, 28, 31, 2, 8, 14, 23, 4, 21, 12, 20, 1, 7, 6, 27, 25, 30, 3, 29, 5, 18, 0, 15, 16, 22, 11, 26, 17, 24, 13, 10]",642,"[6, 11, 14, 22, 21, 9, 24, 28, 17, 0, 4, 12, 13, 1, 29, 5, 25, 8, 16, 20, 23, 18, 30, 7, 19, 15, 3, 31, 26, 2, 27, 10]",8.0378,12363,2940
esc32c.dat,SA,6,976,"[4, 17, 28, 20, 12, 5, 16, 15, 10, 7, 1, 26, 24, 2, 23, 29, 22, 25, 6, 21, 27, 9, 19, 30, 3, 8, 11, 0, 18, 13, 14, 31]",642,"[9, 27, 17, 1, 31, 26, 16, 15, 7, 19, 6, 22, 18, 2, 10, 3, 30, 23, 14, 11, 20, 5, 21, 13, 4, 29, 28, 12, 24, 8, 0, 25]",8.634201,12683,3018
esc32c.dat,SA,7,942,"[26, 22, 6, 1, 3, 10, 4, 11, 31, 15, 12, 25, 29, 7, 20, 0, 23, 2, 5, 9, 16, 19, 28, 14, 17, 24, 30, 18, 13, 21, 8, 27]",642,"[22, 17, 10, 30, 27, 13, 12, 19, 15, 1, 31, 29, 21, 7, 9, 23, 11, 25, 5, 3, 2, 28, 6, 24, 0, 16, 8, 18, 26, 14, 4, 20]",9.004501,12683,3148
esc32c.dat,SA,8,978,"[30, 22, 21, 14, 19, 26, 27, 15, 1, 28, 7, 12, 18, 8, 29, 3, 23, 9, 0, 6, 10, 16, 11, 17, 4, 5, 31, 20, 13, 2, 25, 24]",642,"[18, 6, 28, 22, 29, 17, 9, 27, 31, 15, 5, 7, 3, 1, 23, 21, 19, 13, 11, 25, 10, 2, 26, 14, 0, 8, 30, 12, 4, 16, 20, 24]",8.7012,12683,3048
esc32c.dat,SA,9,918,"[5, 6, 0, 24, 9, 12, 22, 19, 13, 27, 30, 8, 14, 1, 15, 3, 28, 23, 25, 11, 31, 20, 2, 16, 17, 10, 29, 18, 4, 26, 7, 21]",642,"[25, 29, 9, 27, 2, 20, 8, 0, 16, 12, 22, 6, 14, 30, 28, 26, 18, 4, 24, 10, 3, 1, 21, 17, 11, 23, 19, 31, 7, 5, 15, 13]",9.1599,13163,3121
esc32c.dat,SA,10,896,"[10, 21, 16, 24, 5, 22, 25, 18, 7, 14, 20, 6, 29, 3, 4, 19, 31, 0, 26, 23, 17, 27, 28, 1, 13, 15, 12, 8, 9, 30, 11, 2]",642,"[28, 16, 0, 24, 7, 2, 6, 14, 19, 27, 26, 30, 31, 22, 3, 18, 11, 10, 23, 15, 1, 12, 20, 29, 21, 17, 25, 5, 4, 8, 9, 13]",9.137899,12843,3134
esc32c.dat,SA,11,906,"[28, 26, 18, 31, 24, 22, 13, 30, 14, 3, 9, 1, 5, 21, 23, 0, 8, 20, 7, 12, 17, 16, 25, 27, 29, 19, 2, 10, 6, 11, 4, 15]",642,"[19, 13, 28, 18, 14, 2, 16, 11, 12, 8, 0, 4, 5, 1, 10, 9, 7, 6, 3, 15, 27, 21, 29, 31, 23, 30, 25, 17, 22, 24, 20, 26]",8.2377,12843,3171
esc32c.dat,SA,12,908,"[6, 26, 18, 2, 9, 15, 25, 16, 3, 21, 24, 27, 7, 19, 30, 5, 31, 11, 12, 28, 10, 17, 20, 29, 22, 13, 4, 23, 1, 8, 14, 0]",642,"[3, 10, 19, 1, 9, 13, 23, 12, 29, 25, 27, 26, 24, 31, 14, 30, 15, 28, 11, 8, 4, 6, 2, 17, 22, 16, 18, 0, 20, 5, 21, 7]",9.117,13163,3183
esc32c.dat,SA,13,952,"[1, 0, 17, 8, 30, 25, 19, 31, 2, 11, 27, 23, 16, 20, 6, 15, 7, 13, 26, 24, 9, 4, 10, 21, 22, 12, 5, 29, 18, 14, 28, 3]",642,"[10, 14, 18, 2, 25, 29, 5, 17, 21, 7, 9, 13, 15, 27, 31, 11, 23, 3, 19, 1, 30, 26, 24, 20, 6, 16, 12, 8, 28, 4, 22, 0]",8.5467,12683,3034
esc32c.dat,SA,14,848,"[30, 26, 22, 24, 20, 12, 18, 11, 15, 28, 23, 5, 10, 31, 29, 21, 9, 3, 13, 7, 16, 4, 1, 6, 2, 27, 14, 17, 25, 0, 8, 19]",642,"[30, 26, 12, 28, 21, 25, 13, 1, 11, 9, 31, 23, 7, 19, 15, 27, 29, 17, 3, 5, 24, 16, 2, 0, 18, 22, 14, 4, 8, 20, 6, 10]",9.246999,13323,3379
esc32c.dat,SA,15,940,"[12, 26, 31, 29, 25, 18, 27, 17, 16, 22, 10, 5, 15, 7, 11, 13, 21, 6, 0, 19, 23, 4, 20, 24, 8, 30, 14, 28, 3, 9, 2, 1]",642,"[23, 11, 17, 22, 15, 6, 24, 7, 0, 2, 12, 13, 5, 14, 8, 4, 10, 1, 9, 3, 27, 19, 28, 16, 18, 20, 21, 30, 26, 25, 31, 29]",9.003301,12683,3017
esc32c.dat,SA,16,898,"[20, 2, 11, 5, 7, 1, 30, 31, 23, 18, 29, 14, 6, 28, 4, 15, 0, 21, 17, 12, 24, 13, 19, 27, 8, 9, 26, 25, 10, 3, 16, 22]",642,"[26, 17, 8, 24, 15, 21, 13, 14, 20, 28, 23, 7, 6, 31, 5, 22, 30, 29, 4, 12, 2, 19, 11, 18, 16, 0, 25, 10, 27, 9, 3, 1]",8.946599,13163,3326
esc32c.dat,SA,17,944,"[31, 11, 27, 30, 3, 13, 28, 4, 8, 29, 14, 17, 24, 16, 25, 20, 2, 15, 7, 12, 18, 9, 19, 23, 10, 6, 1, 5, 21, 0, 22, 26]",642,"[27, 12, 28, 11, 19, 23, 2, 3, 22, 7, 21, 17, 1, 4, 16, 5, 20, 0, 6, 18, 24, 29, 26, 15, 31, 25, 8, 10, 13, 30, 14, 9]",8.8528,12523,2937
esc32c.dat,SA,18,908,"[31, 30, 7, 10, 17, 9, 2, 27, 11, 8, 1, 22, 15, 3, 20, 19, 0, 18, 21, 14, 4, 16, 12, 26, 13, 25, 5, 24, 23, 29, 6, 28]",642,"[5, 24, 9, 4, 23, 14, 31, 15, 2, 11, 19, 18, 22, 27, 30, 26, 3, 10, 6, 7, 12, 13, 25, 16, 21, 1, 17, 28, 20, 8, 0, 29]",8.583001,12843,3031
esc32c.dat,SA,19,948,"[30, 6, 20, 7, 21, 5, 14, 29, 8, 2, 25, 19, 12, 0, 10, 23, 13, 1, 15, 18, 31, 16, 4, 24, 11, 9, 28, 27, 26, 22, 3, 17]",642,"[15, 9, 29, 31, 20, 2, 18, 22, 3, 16, 1, 17, 21, 5, 19, 7, 4, 0, 23, 6, 28, 13, 26, 27, 14, 11, 8, 10, 12, 24, 30, 25]",9.1349,12683,3031
esc32c.dat,SA,20,916,"[9, 1, 2, 16, 12, 11, 8, 22, 5, 29, 21, 3, 19, 28, 27, 17, 14, 13, 20, 6, 23, 30, 15, 10, 0, 24, 7, 25, 4, 31, 18, 26]",642,"[12, 18, 11, 4, 17, 29, 14, 16, 27, 25, 30, 26, 24, 20, 23, 28, 21, 22, 31, 19, 1, 10, 6, 8, 2, 9, 13, 15, 7, 3, 5, 0]",8.9836,12843,3069
esc32c.dat,TS,1,948,"[30, 15, 7, 31, 4, 24, 26, 16, 12, 27, 25, 29, 1, 10, 19, 3, 21, 2, 20, 14, 9, 22, 23, 13, 5, 11, 28, 0, 6, 8, 17, 18]",642,"[30, 15, 7, 31, 0, 24, 2, 16, 11, 27, 25, 17, 1, 9, 19, 8, 10, 3, 26, 18, 21, 22, 23, 13, 5, 12, 28, 4, 6, 14, 20, 29]",66.9552,65739,332
esc32c.dat,TS,2,908,"[12, 17, 19, 24, 1, 22, 10, 14, 15, 8, 7, 30, 16, 5, 20, 0, 4, 26, 2, 25, 11, 6, 13, 23, 28, 21, 31, 9, 18, 29, 3, 27]",642,"[15, 14, 25, 13, 1, 22, 19, 17, 23, 18, 7, 6, 4, 5, 20, 3, 0, 16, 2, 21, 10, 26, 24, 12, 28, 11, 31, 9, 8, 29, 30, 27]",66.8556,58215,294
esc32c.dat,TS,3,956,"[0, 27, 29, 9, 31, 24, 30, 25, 10, 2, 28, 7, 23, 20, 16, 5, 21, 8, 15, 18, 17, 12, 14, 6, 3, 1, 22, 19, 13, 26, 11, 4]",642,"[19, 6, 9, 18, 7, 22, 26, 5, 12, 20, 29, 31, 23, 28, 14, 30, 21, 13, 15, 4, 17, 0, 25, 11, 16, 1, 3, 8, 2, 24, 10, 27]",67.0144,57423,290
esc32c.dat,TS,4,944,"[1, 11, 24, 14, 16, 26, 22, 29, 18, 3, 15, 12, 21, 4, 25, 7, 6, 28, 20, 8, 13, 23, 10, 5, 2, 31, 9, 27, 0, 17, 19, 30]",642,"[15, 13, 24, 14, 18, 0, 23, 22, 16, 3, 5, 21, 17, 4, 2, 20, 6, 1, 7, 19, 11, 12, 10, 30, 31, 25, 9, 27, 26, 29, 8, 28]",66.9669,56829,287
esc32c.dat,TS,5,946,"[7, 2, 5, 3, 23, 4, 8, 19, 28, 12, 9, 14, 27, 15, 0, 22, 31, 29, 17, 26, 20, 16, 24, 1, 30, 10, 21, 13, 6, 18, 25, 11]",642,"[2, 12, 10, 3, 13, 21, 26, 4, 28, 29, 30, 14, 6, 31, 20, 22, 7, 15, 23, 5, 8, 11, 0, 1, 27, 18, 16, 17, 9, 24, 25, 19]",66.9375,57819,292
