Instance,Algorithm,Run,InitialFitness,InitialSolution,FinalFitness,FinalSolution,TimeMs,Evaluations,Steps
bur26a.dat,SA,187,5989113,"[10, 0, 8, 4, 21, 1, 11, 7, 12, 9, 13, 15, 16, 24, 23, 2, 18, 17, 14, 5, 20, 25, 3, 19, 22, 6]",5444796,"[22, 14, 1, 2, 5, 3, 12, 6, 20, 11, 17, 4, 13, 0, 25, 7, 18, 19, 8, 9, 16, 15, 23, 24, 10, 21]",10.5282,20483,895
bur26a.dat,SA,188,5915433,"[22, 20, 13, 8, 11, 3, 19, 9, 12, 17, 4, 23, 16, 5, 25, 24, 10, 1, 2, 18, 7, 0, 15, 14, 21, 6]",5450202,"[1, 14, 5, 20, 7, 3, 2, 25, 11, 6, 13, 4, 18, 8, 10, 12, 19, 0, 17, 9, 16, 22, 24, 23, 21, 15]",10.1277,20483,865
bur26a.dat,SA,189,5932533,"[13, 0, 20, 4, 23, 21, 19, 2, 6, 25, 3, 22, 11, 16, 10, 18, 8, 15, 17, 7, 1, 5, 9, 24, 12, 14]",5434390,"[0, 14, 10, 15, 7, 5, 1, 11, 22, 13, 4, 20, 8, 18, 3, 12, 6, 17, 19, 16, 23, 24, 9, 25, 21, 2]",11.3549,20093,793
bur26a.dat,SA,190,6279760,"[14, 24, 6, 8, 20, 7, 15, 21, 2, 25, 10, 5, 13, 23, 18, 16, 9, 11, 22, 1, 19, 4, 12, 3, 0, 17]",5435461,"[10, 13, 1, 12, 11, 0, 2, 15, 14, 3, 18, 17, 19, 6, 7, 25, 8, 20, 4, 5, 23, 21, 22, 9, 24, 16]",10.9694,20613,1063
bur26a.dat,SA,191,5930417,"[15, 21, 9, 23, 7, 3, 14, 6, 8, 22, 2, 1, 12, 11, 0, 13, 17, 5, 18, 25, 20, 19, 4, 24, 16, 10]",5436957,"[20, 10, 3, 14, 7, 5, 1, 22, 11, 13, 0, 8, 18, 4, 15, 12, 6, 19, 17, 24, 9, 25, 23, 16, 21, 2]",10.4811,19963,733
bur26a.dat,SA,192,5920912,"[9, 8, 7, 13, 0, 19, 23, 4, 21, 5, 6, 24, 18, 22, 10, 11, 12, 15, 14, 25, 1, 3, 20, 16, 2, 17]",5438424,"[3, 22, 25, 5, 6, 2, 23, 14, 15, 0, 19, 11, 17, 18, 10, 20, 8, 4, 13, 1, 21, 9, 12, 7, 24, 16]",10.5614,20483,1085
bur26a.dat,SA,193,6184043,"[24, 13, 23, 16, 6, 5, 18, 1, 12, 0, 10, 11, 19, 14, 15, 25, 20, 22, 21, 9, 4, 8, 7, 3, 2, 17]",5435394,"[13, 10, 5, 1, 11, 15, 25, 14, 20, 0, 17, 6, 18, 19, 12, 3, 2, 4, 8, 23, 7, 21, 9, 22, 24, 16]",10.7803,20873,1144
bur26a.dat,SA,194,5952055,"[17, 15, 12, 6, 7, 19, 21, 3, 5, 18, 13, 1, 2, 14, 16, 10, 20, 0, 25, 24, 4, 23, 9, 8, 11, 22]",5435709,"[10, 13, 12, 22, 5, 3, 25, 0, 14, 20, 6, 17, 11, 19, 1, 7, 18, 4, 8, 15, 23, 9, 2, 21, 16, 24]",10.6152,20483,1031
bur26a.dat,SA,195,5866063,"[10, 22, 6, 12, 3, 7, 5, 4, 13, 21, 25, 19, 15, 2, 14, 23, 18, 20, 1, 0, 9, 16, 8, 17, 11, 24]",5434139,"[10, 5, 1, 12, 11, 15, 25, 20, 14, 0, 6, 18, 19, 17, 13, 3, 2, 8, 4, 7, 23, 21, 9, 22, 24, 16]",9.802,19963,869
bur26a.dat,SA,196,6065350,"[6, 13, 25, 2, 20, 9, 23, 10, 22, 24, 15, 0, 18, 12, 19, 14, 11, 1, 8, 3, 16, 17, 4, 21, 7, 5]",5435603,"[22, 13, 25, 10, 1, 3, 23, 14, 20, 0, 19, 17, 11, 6, 5, 7, 18, 4, 8, 2, 9, 12, 15, 21, 24, 16]",11.0436,21133,1281
bur26a.dat,SA,197,6002624,"[11, 9, 12, 0, 1, 19, 10, 17, 20, 4, 14, 5, 7, 23, 25, 15, 21, 3, 22, 24, 8, 18, 2, 6, 13, 16]",5427776,"[14, 25, 7, 10, 3, 12, 11, 5, 1, 17, 4, 0, 20, 8, 6, 13, 2, 18, 19, 23, 24, 15, 16, 9, 22, 21]",9.5432,19703,663
bur26a.dat,SA,198,5908015,"[17, 22, 10, 6, 12, 14, 9, 15, 23, 20, 4, 24, 25, 7, 19, 11, 13, 2, 0, 1, 8, 3, 18, 16, 21, 5]",5438785,"[6, 25, 14, 2, 10, 1, 11, 5, 7, 17, 20, 0, 4, 19, 3, 12, 13, 8, 18, 23, 24, 16, 15, 9, 22, 21]",10.4033,20483,967
bur26a.dat,SA,199,5943313,"[16, 8, 18, 5, 21, 10, 14, 19, 22, 23, 12, 1, 4, 13, 20, 6, 24, 15, 3, 7, 2, 17, 9, 11, 25, 0]",5443178,"[25, 1, 6, 12, 7, 2, 22, 11, 14, 20, 0, 19, 8, 18, 10, 15, 13, 17, 4, 23, 3, 9, 5, 21, 16, 24]",13.4022,20223,849
bur26a.dat,SA,200,6211480,"[20, 10, 0, 6, 1, 5, 11, 3, 8, 21, 25, 22, 7, 17, 14, 2, 24, 23, 12, 4, 18, 13, 19, 15, 9, 16]",5438272,"[14, 3, 25, 2, 10, 1, 11, 7, 5, 17, 4, 19, 0, 20, 6, 12, 13, 18, 8, 16, 9, 24, 23, 15, 21, 22]",10.1904,20613,974
bur26a.dat,TS,1,6117814,"[2, 1, 8, 9, 23, 21, 3, 5, 17, 19, 16, 6, 11, 15, 0, 12, 22, 25, 20, 24, 7, 10, 14, 18, 13, 4]",5438351,"[14, 6, 0, 10, 7, 22, 2, 13, 12, 5, 8, 20, 4, 18, 3, 1, 19, 17, 11, 24, 23, 16, 9, 25, 21, 15]",40.7185,42773,329
bur26a.dat,TS,2,5974017,"[16, 11, 18, 24, 4, 19, 15, 20, 1, 0, 17, 2, 3, 23, 8, 21, 9, 7, 25, 12, 5, 10, 22, 6, 13, 14]",5440263,"[12, 1, 5, 11, 13, 10, 15, 14, 0, 3, 6, 19, 18, 2, 17, 7, 8, 20, 4, 9, 21, 22, 23, 16, 24, 25]",32.1437,40303,310
bur26a.dat,TS,3,6071688,"[5, 14, 17, 20, 6, 16, 7, 12, 8, 3, 18, 19, 2, 15, 13, 11, 22, 10, 25, 1, 0, 4, 23, 24, 21, 9]",5436821,"[12, 1, 10, 20, 7, 5, 2, 14, 25, 0, 11, 19, 18, 8, 6, 15, 13, 4, 17, 22, 21, 3, 9, 23, 24, 16]",43.8932,56033,431
bur26a.dat,TS,4,5852645,"[14, 6, 16, 4, 19, 0, 25, 20, 13, 11, 21, 18, 17, 5, 15, 12, 2, 10, 1, 24, 7, 3, 9, 22, 23, 8]",5434402,"[14, 0, 15, 3, 10, 11, 12, 5, 1, 17, 8, 4, 20, 6, 7, 13, 2, 18, 19, 16, 23, 24, 9, 25, 21, 22]",39.9777,52393,403
bur26a.dat,TS,5,5886872,"[2, 10, 11, 8, 0, 5, 6, 9, 14, 22, 18, 21, 12, 7, 4, 24, 13, 16, 19, 20, 3, 1, 15, 25, 17, 23]",5466633,"[20, 2, 10, 1, 6, 12, 18, 14, 25, 7, 11, 4, 8, 19, 3, 5, 13, 0, 17, 21, 24, 9, 15, 22, 23, 16]",87.0563,115053,885
bur26a.dat,TS,6,5983409,"[22, 19, 18, 2, 23, 21, 13, 9, 12, 3, 4, 16, 17, 25, 7, 5, 14, 24, 6, 11, 8, 1, 15, 20, 0, 10]",5436784,"[11, 10, 5, 12, 7, 2, 3, 0, 14, 6, 17, 8, 18, 13, 1, 25, 19, 4, 20, 22, 9, 21, 23, 16, 24, 15]",60.269,65653,505
bur26a.dat,TS,7,6048958,"[6, 16, 22, 3, 21, 23, 20, 8, 19, 18, 17, 10, 5, 7, 11, 12, 14, 1, 9, 0, 24, 15, 25, 2, 4, 13]",5450970,"[3, 6, 2, 12, 5, 14, 20, 22, 1, 11, 19, 0, 4, 17, 10, 7, 8, 18, 13, 15, 21, 16, 25, 9, 24, 23]",43.0327,49533,381
bur26a.dat,TS,8,5929654,"[18, 12, 9, 25, 13, 14, 21, 15, 0, 4, 6, 16, 17, 22, 2, 24, 23, 5, 11, 3, 8, 19, 20, 1, 10, 7]",5436155,"[10, 5, 11, 22, 13, 2, 15, 14, 0, 25, 6, 18, 17, 19, 1, 3, 20, 8, 4, 7, 21, 12, 23, 9, 16, 24]",103.409,112323,864
bur26a.dat,TS,9,5783745,"[23, 13, 10, 16, 25, 0, 19, 4, 3, 20, 24, 12, 8, 17, 18, 1, 22, 7, 21, 2, 11, 5, 6, 15, 14, 9]",5431548,"[22, 11, 5, 10, 13, 23, 0, 20, 25, 7, 19, 17, 6, 3, 1, 14, 4, 8, 18, 2, 9, 21, 15, 12, 24, 16]",46.6158,50183,386
bur26a.dat,TS,10,5809663,"[3, 21, 22, 10, 20, 1, 14, 13, 25, 19, 6, 23, 24, 4, 16, 11, 8, 5, 17, 9, 15, 7, 0, 2, 12, 18]",5445849,"[2, 3, 10, 0, 25, 1, 12, 11, 5, 13, 20, 19, 8, 4, 14, 7, 6, 17, 18, 15, 23, 9, 24, 16, 22, 21]",47.51,54083,416
bur26a.dat,TS,11,5831138,"[5, 15, 13, 12, 0, 10, 17, 19, 21, 14, 20, 22, 8, 6, 11, 2, 9, 4, 16, 24, 18, 7, 3, 25, 1, 23]",5444240,"[22, 25, 13, 10, 5, 2, 14, 0, 3, 15, 11, 18, 17, 6, 1, 20, 8, 4, 19, 21, 9, 23, 7, 12, 16, 24]",56.3996,63313,487
bur26a.dat,TS,12,5869341,"[25, 19, 9, 2, 11, 16, 1, 10, 8, 14, 18, 6, 0, 22, 4, 7, 20, 15, 3, 24, 13, 23, 5, 21, 12, 17]",5450563,"[25, 5, 14, 2, 6, 10, 1, 11, 7, 20, 0, 8, 4, 19, 3, 12, 13, 17, 18, 24, 9, 16, 23, 15, 21, 22]",44.1798,49273,379
bur26a.dat,TS,13,5963637,"[8, 6, 15, 0, 17, 7, 25, 21, 11, 13, 18, 19, 1, 23, 4, 9, 2, 22, 5, 3, 14, 24, 20, 16, 10, 12]",5436695,"[3, 0, 14, 22, 6, 5, 10, 1, 11, 13, 2, 4, 8, 20, 15, 7, 18, 19, 17, 25, 16, 9, 24, 23, 12, 21]",37.9005,43293,333
bur26a.dat,TS,14,6285471,"[14, 15, 20, 6, 4, 21, 23, 18, 11, 10, 25, 24, 19, 1, 5, 12, 16, 9, 22, 7, 3, 17, 13, 2, 8, 0]",5448768,"[14, 1, 25, 10, 6, 12, 11, 2, 15, 20, 8, 19, 0, 18, 7, 22, 17, 4, 13, 24, 3, 23, 9, 5, 21, 16]",37.2169,42643,328
bur26a.dat,TS,15,5902155,"[8, 17, 0, 22, 21, 2, 19, 3, 4, 13, 23, 5, 11, 24, 16, 12, 1, 7, 10, 25, 20, 15, 18, 6, 9, 14]",5437759,"[5, 11, 10, 12, 7, 6, 2, 3, 0, 25, 18, 17, 8, 13, 1, 14, 20, 19, 4, 21, 22, 9, 16, 23, 15, 24]",61.1058,71113,547
bur26a.dat,TS,16,5995381,"[25, 20, 5, 19, 4, 2, 12, 18, 9, 15, 7, 8, 13, 11, 16, 10, 24, 1, 6, 17, 0, 3, 22, 23, 21, 14]",5437547,"[11, 3, 10, 12, 6, 0, 23, 2, 15, 25, 17, 19, 8, 18, 7, 14, 4, 20, 13, 22, 1, 9, 5, 21, 16, 24]",58.2365,67083,516
bur26a.dat,TS,17,6078297,"[22, 19, 16, 25, 5, 17, 0, 23, 6, 21, 3, 8, 9, 13, 24, 2, 7, 15, 14, 1, 18, 4, 20, 10, 11, 12]",5451001,"[1, 14, 15, 20, 7, 2, 12, 25, 3, 6, 13, 4, 18, 8, 10, 11, 17, 0, 19, 9, 16, 22, 24, 23, 21, 5]",80.6187,93473,719
bur26a.dat,TS,18,5766320,"[3, 7, 6, 21, 12, 1, 14, 17, 16, 5, 9, 19, 4, 18, 13, 11, 24, 8, 0, 22, 23, 2, 20, 15, 25, 10]",5449136,"[1, 20, 14, 15, 7, 11, 5, 2, 25, 17, 19, 8, 4, 18, 3, 12, 13, 0, 6, 23, 24, 16, 10, 9, 21, 22]",44.7439,56943,438
bur26a.dat,TS,19,5989470,"[0, 13, 2, 6, 10, 5, 1, 14, 4, 20, 21, 23, 16, 22, 7, 9, 8, 3, 25, 24, 18, 15, 19, 11, 12, 17]",5434707,"[22, 1, 10, 25, 5, 24, 14, 0, 3, 7, 11, 19, 6, 17, 13, 20, 8, 4, 18, 21, 2, 15, 9, 12, 16, 23]",72.2698,79693,613
bur26a.dat,TS,20,6194534,"[2, 23, 21, 25, 18, 4, 1, 11, 12, 3, 9, 24, 0, 14, 10, 15, 6, 22, 20, 7, 19, 16, 17, 8, 5, 13]",5434758,"[12, 22, 10, 25, 6, 23, 0, 15, 2, 20, 11, 19, 8, 18, 7, 14, 4, 13, 17, 5, 1, 9, 21, 3, 16, 24]",122.0266,137413,1057
bur26a.dat,TS,21,5900453,"[1, 13, 16, 2, 20, 19, 3, 9, 18, 12, 6, 5, 23, 17, 22, 4, 14, 11, 7, 21, 8, 10, 24, 0, 25, 15]",5436492,"[25, 14, 10, 2, 6, 1, 11, 20, 22, 17, 0, 4, 7, 19, 3, 12, 13, 8, 18, 24, 16, 5, 9, 15, 21, 23]",69.9694,78653,605
bur26a.dat,TS,22,5881247,"[7, 5, 12, 11, 8, 23, 17, 13, 24, 25, 19, 21, 2, 16, 20, 4, 0, 18, 14, 10, 1, 22, 6, 9, 3, 15]",5439337,"[3, 25, 14, 10, 7, 2, 1, 22, 11, 20, 18, 0, 4, 8, 6, 12, 13, 19, 17, 5, 24, 23, 16, 9, 15, 21]",54.3065,61493,473
bur26a.dat,TS,23,5993348,"[10, 8, 11, 12, 25, 2, 17, 16, 22, 4, 7, 6, 0, 15, 18, 5, 21, 1, 9, 24, 3, 13, 20, 14, 19, 23]",5434857,"[12, 22, 10, 25, 6, 14, 23, 2, 15, 20, 11, 19, 8, 18, 7, 0, 4, 17, 13, 5, 1, 9, 3, 21, 16, 24]",106.7581,119603,920
bur26a.dat,TS,24,5946654,"[16, 9, 0, 4, 14, 11, 1, 6, 8, 24, 2, 7, 5, 21, 22, 17, 18, 20, 15, 19, 12, 23, 13, 25, 3, 10]",5444679,"[25, 14, 0, 15, 5, 3, 12, 1, 6, 11, 17, 8, 4, 13, 2, 7, 18, 19, 20, 23, 24, 16, 9, 22, 21, 10]",94.4524,103743,798
bur26a.dat,TS,25,5877802,"[19, 4, 16, 18, 1, 8, 13, 0, 11, 24, 17, 7, 14, 25, 9, 5, 10, 6, 2, 23, 12, 20, 22, 15, 3, 21]",5447620,"[11, 15, 10, 1, 5, 14, 23, 0, 3, 7, 17, 18, 6, 2, 13, 20, 8, 4, 19, 9, 21, 12, 22, 25, 24, 16]",44.4659,50313,387
bur26a.dat,TS,26,6089030,"[7, 8, 12, 5, 18, 13, 16, 17, 4, 21, 2, 3, 22, 24, 11, 23, 25, 9, 10, 20, 15, 19, 0, 14, 1, 6]",5437767,"[10, 25, 1, 3, 7, 2, 22, 20, 14, 0, 18, 17, 19, 11, 6, 15, 13, 8, 4, 5, 12, 21, 9, 23, 24, 16]",50.1667,54083,416
bur26a.dat,TS,27,5887114,"[21, 16, 24, 17, 11, 20, 2, 8, 0, 25, 15, 1, 14, 19, 7, 5, 3, 10, 4, 18, 9, 23, 22, 6, 13, 12]",5444144,"[5, 22, 10, 12, 1, 2, 14, 3, 0, 15, 18, 11, 6, 17, 13, 20, 8, 19, 4, 9, 23, 7, 25, 21, 16, 24]",47.2686,50573,389
bur26a.dat,TS,28,5971416,"[13, 24, 7, 1, 18, 4, 17, 20, 14, 16, 12, 15, 8, 0, 23, 9, 22, 10, 6, 5, 3, 11, 19, 2, 21, 25]",5444419,"[22, 10, 5, 12, 1, 0, 2, 20, 3, 15, 11, 6, 18, 17, 13, 14, 4, 8, 19, 23, 7, 9, 21, 25, 16, 24]",39.5204,42253,325
bur26a.dat,TS,29,6160469,"[11, 13, 2, 4, 16, 1, 5, 3, 10, 6, 20, 15, 0, 18, 22, 14, 9, 21, 7, 8, 19, 17, 12, 23, 24, 25]",5444144,"[22, 5, 10, 12, 1, 2, 14, 3, 0, 15, 11, 18, 6, 17, 13, 20, 8, 19, 4, 23, 9, 7, 25, 21, 24, 16]",38.6787,43033,331
bur26a.dat,TS,30,5975698,"[25, 14, 22, 23, 19, 3, 17, 21, 4, 2, 7, 5, 11, 16, 8, 24, 1, 18, 12, 6, 10, 0, 13, 20, 9, 15]",5450179,"[5, 1, 14, 20, 7, 11, 6, 21, 3, 17, 13, 19, 4, 8, 10, 12, 2, 0, 18, 9, 15, 16, 23, 24, 25, 22]",39.3464,43813,337
bur26a.dat,TS,31,6050319,"[4, 8, 21, 3, 18, 15, 2, 16, 12, 20, 11, 7, 22, 10, 6, 23, 13, 14, 25, 1, 17, 24, 0, 5, 9, 19]",5437767,"[25, 1, 10, 3, 7, 2, 22, 14, 20, 0, 17, 19, 18, 11, 6, 15, 13, 4, 8, 12, 21, 5, 23, 9, 24, 16]",52.1618,59023,454
bur26a.dat,TS,32,6162791,"[20, 24, 7, 23, 25, 0, 4, 5, 12, 15, 21, 9, 3, 18, 16, 13, 19, 1, 8, 22, 14, 6, 10, 2, 11, 17]",5434272,"[0, 14, 21, 10, 7, 22, 2, 11, 1, 13, 4, 8, 20, 18, 3, 5, 6, 17, 19, 16, 24, 23, 9, 25, 15, 12]",79.1505,86973,669
bur26a.dat,TS,33,6054969,"[3, 9, 8, 20, 19, 17, 0, 7, 11, 2, 18, 22, 16, 15, 1, 5, 24, 13, 23, 4, 25, 12, 10, 14, 6, 21]",5435068,"[3, 21, 0, 14, 7, 2, 22, 11, 1, 13, 18, 20, 4, 8, 10, 5, 6, 17, 19, 25, 23, 24, 9, 16, 15, 12]",71.7002,73453,565
bur26a.dat,TS,34,5831138,"[15, 18, 24, 11, 6, 5, 0, 25, 20, 13, 14, 7, 1, 4, 8, 9, 2, 12, 3, 19, 23, 10, 21, 22, 16, 17]",5449391,"[25, 3, 1, 2, 6, 20, 10, 12, 11, 17, 0, 19, 7, 4, 14, 22, 8, 18, 13, 24, 9, 5, 15, 16, 23, 21]",52.0606,53823,414
bur26a.dat,TS,35,5870887,"[14, 8, 3, 7, 15, 17, 10, 6, 16, 18, 1, 23, 20, 22, 2, 21, 4, 0, 19, 5, 24, 12, 11, 25, 9, 13]",5436695,"[0, 14, 3, 22, 6, 10, 5, 11, 1, 13, 4, 8, 2, 20, 15, 7, 18, 17, 19, 16, 9, 25, 24, 23, 21, 12]",69.0816,71503,550
bur26a.dat,TS,36,5885830,"[24, 8, 25, 5, 6, 3, 0, 1, 7, 20, 2, 4, 12, 9, 17, 22, 18, 14, 11, 13, 16, 10, 19, 21, 15, 23]",5432604,"[11, 22, 5, 10, 13, 25, 23, 14, 20, 0, 17, 19, 6, 3, 1, 7, 18, 4, 8, 9, 2, 21, 12, 15, 16, 24]",83.3681,86453,665
bur26a.dat,TS,37,6186853,"[0, 17, 19, 15, 20, 14, 8, 12, 10, 1, 23, 9, 22, 11, 18, 7, 5, 24, 16, 6, 4, 25, 21, 2, 3, 13]",5441395,"[3, 11, 25, 6, 10, 23, 14, 15, 0, 7, 19, 17, 18, 2, 1, 20, 8, 13, 4, 9, 22, 5, 21, 12, 24, 16]",67.5202,68123,524
bur26a.dat,TS,38,6034735,"[23, 1, 24, 20, 9, 12, 17, 21, 5, 7, 3, 6, 8, 25, 22, 10, 19, 11, 2, 13, 14, 0, 16, 4, 15, 18]",5442284,"[14, 10, 20, 3, 7, 1, 5, 25, 12, 17, 4, 8, 0, 19, 6, 13, 2, 18, 11, 16, 9, 24, 23, 15, 22, 21]",53.0639,56293,433
bur26a.dat,TS,39,6055145,"[13, 24, 6, 21, 25, 5, 23, 10, 4, 9, 3, 15, 8, 22, 12, 11, 16, 1, 18, 2, 7, 20, 14, 0, 17, 19]",5435130,"[15, 14, 0, 10, 3, 11, 12, 1, 5, 7, 20, 8, 4, 2, 6, 13, 17, 19, 18, 24, 16, 23, 25, 9, 22, 21]",93.3931,98023,754
bur26a.dat,TS,40,5674856,"[20, 15, 16, 5, 21, 7, 17, 14, 11, 22, 4, 6, 0, 18, 12, 23, 19, 1, 8, 3, 25, 9, 2, 10, 24, 13]",5436433,"[14, 3, 20, 10, 7, 1, 5, 22, 11, 13, 4, 18, 0, 8, 15, 12, 6, 19, 17, 23, 25, 24, 9, 16, 2, 21]",44.8685,47713,367
bur26a.dat,TS,41,5880453,"[25, 13, 1, 6, 18, 12, 20, 9, 0, 21, 17, 5, 24, 16, 23, 22, 10, 14, 4, 19, 3, 8, 2, 11, 7, 15]",5438983,"[10, 5, 1, 11, 13, 0, 15, 7, 14, 3, 6, 18, 19, 2, 17, 25, 8, 20, 4, 12, 22, 21, 9, 23, 24, 16]",52.7894,54083,416
bur26a.dat,TS,42,5772101,"[0, 1, 9, 20, 21, 8, 12, 23, 19, 15, 16, 25, 4, 13, 18, 10, 17, 14, 5, 22, 3, 24, 6, 7, 11, 2]",5440245,"[10, 6, 14, 3, 7, 2, 12, 15, 1, 20, 8, 0, 4, 18, 5, 11, 17, 19, 13, 9, 24, 16, 25, 23, 22, 21]",66.7994,68383,526
bur26a.dat,TS,43,5832420,"[1, 17, 24, 12, 25, 8, 18, 23, 16, 4, 7, 15, 19, 11, 5, 6, 9, 0, 14, 22, 13, 10, 20, 21, 3, 2]",5432923,"[11, 13, 22, 10, 1, 14, 24, 25, 0, 3, 7, 17, 19, 6, 12, 20, 8, 18, 4, 21, 9, 2, 15, 5, 16, 23]",42.1009,41993,323
bur26a.dat,TS,44,5960067,"[16, 22, 3, 19, 15, 25, 8, 21, 6, 17, 20, 24, 12, 9, 7, 23, 11, 2, 0, 4, 1, 5, 18, 14, 10, 13]",5454497,"[14, 3, 1, 10, 7, 12, 15, 11, 2, 5, 4, 18, 19, 8, 6, 25, 13, 17, 0, 20, 23, 24, 16, 9, 22, 21]",43.475,43553,335
bur26a.dat,TS,45,5806623,"[21, 12, 16, 18, 2, 8, 19, 22, 14, 25, 3, 23, 15, 4, 5, 10, 0, 20, 13, 24, 1, 11, 9, 17, 6, 7]",5435035,"[10, 1, 13, 12, 11, 2, 15, 0, 14, 25, 18, 19, 17, 6, 7, 3, 20, 4, 8, 5, 21, 23, 22, 9, 24, 16]",53.5353,54343,418
bur26a.dat,TS,46,5744996,"[8, 19, 25, 14, 6, 11, 3, 2, 12, 23, 18, 1, 17, 13, 5, 20, 4, 21, 0, 22, 16, 9, 24, 7, 15, 10]",5437249,"[10, 5, 11, 12, 7, 0, 2, 15, 3, 6, 8, 18, 17, 13, 1, 14, 4, 20, 19, 9, 21, 22, 25, 23, 24, 16]",46.8896,47063,362
bur26a.dat,TS,47,6041492,"[8, 9, 19, 13, 5, 18, 12, 6, 20, 17, 22, 14, 15, 11, 7, 0, 25, 2, 16, 21, 3, 4, 23, 24, 1, 10]",5439538,"[22, 1, 5, 25, 10, 3, 6, 14, 20, 0, 11, 19, 18, 17, 13, 15, 2, 4, 8, 23, 21, 7, 12, 9, 24, 16]",61.1336,61623,474
bur26a.dat,TS,48,5943032,"[11, 13, 16, 21, 23, 8, 17, 2, 14, 19, 22, 25, 12, 3, 10, 20, 1, 9, 18, 6, 7, 5, 15, 4, 0, 24]",5445888,"[22, 10, 13, 25, 6, 14, 2, 0, 23, 15, 19, 18, 11, 3, 1, 20, 8, 4, 17, 21, 5, 9, 7, 12, 16, 24]",72.0517,72413,557
bur26a.dat,TS,49,6001768,"[3, 10, 22, 11, 6, 25, 19, 7, 2, 23, 15, 8, 24, 18, 4, 13, 14, 21, 20, 1, 16, 0, 17, 12, 9, 5]",5436544,"[3, 10, 11, 12, 6, 25, 1, 14, 2, 0, 19, 8, 17, 18, 7, 15, 13, 4, 20, 21, 9, 22, 23, 5, 24, 16]",41.9538,42383,326
bur26a.dat,TS,50,5788973,"[23, 2, 24, 9, 14, 15, 13, 0, 4, 20, 12, 18, 17, 6, 3, 7, 8, 25, 10, 11, 5, 22, 19, 16, 21, 1]",5434198,"[14, 10, 20, 3, 7, 15, 5, 11, 1, 13, 4, 8, 0, 18, 22, 12, 6, 17, 19, 16, 9, 24, 23, 25, 21, 2]",51.2647,50703,390
bur26a.dat,TS,51,6055677,"[17, 24, 19, 7, 2, 12, 6, 22, 0, 15, 10, 25, 21, 16, 23, 3, 13, 1, 5, 14, 9, 20, 4, 11, 18, 8]",5442917,"[11, 3, 2, 25, 10, 23, 22, 20, 14, 0, 17, 19, 18, 7, 6, 15, 13, 8, 4, 9, 21, 5, 12, 1, 16, 24]",78.0906,78133,601
bur26a.dat,TS,52,6153598,"[15, 25, 24, 17, 10, 5, 21, 13, 3, 12, 20, 8, 9, 16, 1, 0, 7, 22, 11, 6, 18, 19, 23, 4, 2, 14]",5437249,"[11, 10, 5, 12, 7, 0, 2, 3, 15, 6, 17, 8, 18, 13, 1, 14, 4, 19, 20, 22, 9, 21, 23, 25, 16, 24]",37.9903,38873,299
bur26a.dat,TS,53,5912438,"[6, 9, 4, 22, 8, 3, 21, 7, 20, 23, 2, 16, 17, 13, 18, 24, 19, 25, 11, 14, 10, 0, 5, 12, 1, 15]",5434116,"[1, 7, 10, 12, 11, 15, 25, 14, 20, 0, 19, 6, 18, 17, 13, 3, 2, 4, 8, 21, 23, 5, 22, 9, 24, 16]",53.0839,53823,414
bur26a.dat,TS,54,5870129,"[9, 15, 8, 1, 20, 10, 0, 18, 24, 2, 11, 4, 5, 14, 6, 23, 25, 12, 21, 17, 22, 3, 16, 7, 13, 19]",5435203,"[25, 10, 12, 22, 6, 23, 0, 2, 15, 20, 18, 8, 11, 19, 1, 14, 4, 17, 13, 7, 9, 5, 3, 21, 24, 16]",73.4116,74623,574
bur26a.dat,TS,55,6120052,"[13, 5, 7, 8, 22, 2, 20, 17, 24, 10, 25, 0, 21, 19, 14, 16, 11, 18, 6, 23, 3, 1, 12, 4, 15, 9]",5437947,"[22, 25, 10, 3, 6, 23, 2, 15, 14, 0, 11, 17, 18, 19, 1, 20, 8, 13, 4, 5, 12, 7, 9, 21, 24, 16]",77.6917,78003,600
bur26a.dat,TS,56,5902450,"[8, 24, 4, 18, 25, 3, 5, 16, 19, 9, 23, 0, 20, 6, 21, 12, 2, 11, 13, 15, 7, 14, 1, 17, 22, 10]",5435179,"[3, 10, 14, 20, 7, 15, 5, 1, 11, 13, 18, 8, 4, 0, 25, 12, 6, 19, 17, 22, 9, 16, 23, 24, 21, 2]",69.5546,70073,539
bur26a.dat,TS,57,5797237,"[10, 24, 8, 22, 3, 21, 2, 20, 7, 23, 12, 18, 17, 11, 9, 0, 14, 4, 15, 25, 5, 19, 13, 1, 6, 16]",5450553,"[25, 22, 11, 1, 10, 20, 14, 15, 7, 3, 18, 19, 17, 2, 13, 6, 0, 4, 8, 12, 23, 9, 21, 5, 16, 24]",46.153,46803,360
bur26a.dat,TS,58,6006968,"[24, 12, 17, 25, 15, 21, 23, 7, 6, 19, 16, 13, 4, 11, 20, 2, 10, 9, 5, 22, 8, 18, 3, 14, 1, 0]",5451514,"[15, 5, 10, 12, 11, 0, 23, 6, 2, 20, 13, 18, 8, 3, 7, 14, 4, 19, 17, 1, 21, 9, 25, 22, 24, 16]",48.3778,48623,374
bur26a.dat,TS,59,5914134,"[12, 15, 19, 11, 16, 0, 8, 10, 20, 13, 22, 4, 21, 23, 7, 9, 18, 2, 24, 6, 5, 17, 25, 14, 3, 1]",5436819,"[1, 10, 13, 12, 11, 20, 14, 25, 0, 3, 19, 18, 17, 6, 7, 15, 8, 2, 4, 21, 5, 23, 9, 22, 16, 24]",111.3232,116873,899
