Instance,Algorithm,Run,InitialFitness,InitialSolution,FinalFitness,FinalSolution,TimeMs,Evaluations,Steps
esc64a.dat,G-2swap,172,276,"[11, 23, 35, 63, 8, 62, 55, 22, 21, 60, 56, 12, 14, 37, 25, 54, 15, 18, 47, 26, 24, 16, 9, 27, 30, 4, 41, 48, 33, 61, 13, 29, 46, 17, 20, 28, 52, 50, 51, 1, 31, 43, 39, 49, 3, 45, 36, 10, 57, 59, 2, 44, 58, 32, 5, 19, 40, 0, 34, 53, 42, 38, 7, 6]",232,"[24, 28, 37, 55, 6, 8, 46, 12, 35, 0, 15, 9, 39, 5, 4, 23, 38, 42, 32, 2, 14, 27, 50, 26, 36, 41, 63, 7, 20, 51, 19, 31, 43, 53, 59, 52, 11, 21, 44, 40, 17, 25, 10, 1, 54, 56, 13, 29, 61, 34, 62, 60, 33, 58, 57, 16, 22, 45, 3, 30, 47, 49, 48, 18]",0.2567,73,10
esc64a.dat,G-2swap,173,272,"[61, 12, 6, 56, 8, 27, 21, 11, 54, 18, 30, 14, 35, 49, 3, 44, 32, 41, 33, 40, 63, 25, 4, 22, 15, 23, 36, 59, 19, 38, 50, 34, 1, 53, 60, 31, 47, 20, 39, 51, 0, 16, 2, 48, 9, 37, 26, 43, 42, 58, 52, 57, 7, 45, 5, 46, 29, 24, 13, 28, 55, 10, 62, 17]",230,"[6, 44, 30, 63, 11, 61, 48, 40, 33, 43, 36, 8, 27, 13, 41, 23, 31, 47, 60, 46, 25, 1, 50, 12, 62, 14, 18, 59, 2, 29, 51, 42, 37, 57, 54, 16, 26, 0, 32, 28, 9, 17, 52, 45, 19, 15, 20, 55, 56, 22, 34, 39, 10, 4, 3, 53, 21, 5, 58, 24, 38, 35, 7, 49]",0.2447,73,10
esc64a.dat,G-2swap,174,244,"[52, 2, 21, 63, 15, 0, 28, 14, 60, 5, 7, 9, 48, 10, 13, 4, 29, 18, 27, 16, 1, 35, 36, 51, 6, 57, 17, 3, 59, 56, 32, 39, 62, 11, 43, 12, 30, 25, 19, 24, 26, 49, 40, 20, 46, 42, 34, 45, 41, 38, 33, 8, 37, 47, 58, 23, 54, 53, 55, 31, 44, 50, 61, 22]",240,"[52, 2, 21, 63, 15, 0, 28, 14, 60, 29, 7, 9, 48, 10, 13, 4, 5, 18, 27, 16, 1, 35, 36, 51, 6, 57, 17, 3, 59, 56, 32, 39, 62, 11, 43, 12, 30, 25, 19, 24, 26, 49, 40, 20, 46, 42, 34, 45, 41, 38, 33, 8, 37, 47, 58, 23, 54, 53, 55, 31, 44, 50, 61, 22]",0.2151,57,10
esc64a.dat,G-2swap,175,244,"[61, 13, 0, 9, 24, 10, 31, 27, 46, 51, 1, 29, 45, 63, 59, 55, 58, 52, 22, 38, 53, 14, 56, 43, 41, 49, 21, 12, 19, 36, 37, 11, 44, 20, 47, 2, 16, 6, 17, 26, 4, 3, 39, 57, 42, 8, 28, 7, 62, 48, 35, 60, 50, 18, 40, 5, 23, 33, 32, 15, 30, 25, 54, 34]",240,"[61, 13, 0, 9, 24, 10, 31, 27, 46, 51, 1, 29, 45, 63, 59, 55, 58, 52, 22, 38, 53, 14, 56, 43, 41, 49, 21, 12, 19, 36, 37, 28, 44, 20, 47, 2, 16, 6, 17, 26, 4, 3, 39, 57, 42, 8, 11, 7, 62, 48, 35, 60, 50, 18, 40, 5, 23, 33, 32, 15, 30, 25, 54, 34]",0.2845,90,10
esc64a.dat,G-2swap,176,284,"[53, 27, 62, 34, 63, 2, 25, 37, 44, 31, 20, 16, 48, 26, 55, 36, 54, 21, 51, 7, 18, 61, 28, 22, 6, 52, 57, 5, 3, 29, 56, 11, 41, 46, 10, 50, 19, 12, 30, 42, 45, 43, 24, 59, 47, 13, 1, 49, 58, 40, 38, 17, 15, 4, 60, 33, 14, 0, 32, 8, 35, 23, 39, 9]",236,"[26, 31, 51, 60, 55, 59, 38, 25, 44, 42, 12, 18, 5, 63, 30, 17, 46, 6, 39, 48, 50, 15, 52, 62, 16, 41, 2, 3, 13, 53, 56, 32, 0, 49, 36, 22, 40, 8, 4, 57, 24, 54, 20, 10, 35, 27, 9, 61, 7, 28, 21, 47, 23, 19, 58, 43, 11, 37, 29, 45, 1, 14, 34, 33]",0.1906,47,10
esc64a.dat,G-2swap,177,284,"[29, 4, 13, 32, 56, 6, 3, 46, 37, 7, 60, 22, 51, 1, 53, 15, 17, 39, 9, 16, 42, 19, 48, 23, 34, 57, 63, 21, 41, 49, 35, 11, 5, 38, 18, 8, 44, 24, 45, 28, 59, 40, 0, 25, 61, 20, 30, 58, 10, 52, 50, 43, 54, 62, 31, 33, 55, 26, 47, 36, 12, 27, 2, 14]",248,"[16, 9, 17, 42, 37, 61, 52, 2, 62, 26, 24, 49, 31, 53, 12, 3, 63, 4, 30, 58, 43, 33, 57, 45, 38, 25, 28, 7, 47, 54, 0, 15, 19, 46, 22, 60, 27, 35, 6, 21, 48, 51, 56, 29, 34, 40, 14, 10, 55, 13, 1, 44, 50, 11, 39, 23, 59, 5, 41, 8, 20, 32, 36, 18]",0.2613,51,10
esc64a.dat,G-2swap,178,298,"[36, 0, 5, 14, 59, 27, 22, 53, 62, 11, 56, 18, 32, 45, 3, 57, 50, 60, 6, 31, 2, 51, 37, 55, 58, 19, 54, 4, 33, 42, 41, 25, 28, 21, 44, 12, 29, 40, 49, 24, 43, 48, 15, 9, 8, 34, 23, 26, 10, 30, 35, 46, 20, 39, 13, 1, 38, 47, 17, 61, 63, 16, 7, 52]",232,"[44, 22, 57, 24, 34, 25, 4, 42, 18, 63, 17, 15, 5, 37, 58, 20, 59, 30, 33, 48, 56, 8, 2, 31, 62, 46, 49, 50, 6, 54, 60, 35, 53, 7, 16, 32, 61, 45, 19, 9, 21, 38, 39, 55, 13, 51, 12, 14, 10, 11, 27, 40, 36, 43, 26, 28, 3, 1, 29, 41, 47, 0, 52, 23]",0.2382,59,10
esc64a.dat,G-2swap,179,260,"[36, 15, 54, 11, 27, 4, 5, 56, 39, 41, 49, 24, 26, 20, 44, 19, 57, 43, 55, 2, 8, 7, 10, 30, 23, 32, 50, 42, 52, 12, 53, 18, 47, 35, 1, 34, 58, 0, 59, 31, 9, 45, 38, 13, 48, 28, 63, 46, 3, 22, 21, 37, 33, 17, 29, 40, 25, 61, 16, 60, 51, 6, 62, 14]",238,"[62, 44, 23, 59, 50, 14, 8, 55, 30, 11, 25, 28, 34, 10, 31, 37, 9, 57, 27, 41, 46, 52, 58, 6, 47, 15, 32, 49, 48, 17, 63, 39, 24, 4, 61, 0, 40, 19, 35, 45, 2, 1, 51, 43, 7, 20, 38, 60, 26, 29, 12, 16, 3, 22, 54, 36, 18, 5, 21, 53, 13, 56, 42, 33]",0.3348,108,10
esc64a.dat,G-2swap,180,276,"[31, 0, 3, 50, 6, 29, 59, 4, 25, 56, 41, 52, 61, 51, 19, 62, 27, 30, 28, 21, 40, 53, 44, 24, 13, 60, 11, 18, 15, 17, 35, 34, 58, 1, 37, 5, 26, 48, 14, 2, 20, 47, 42, 32, 22, 54, 43, 45, 16, 63, 55, 36, 33, 57, 12, 10, 39, 8, 9, 23, 38, 46, 7, 49]",246,"[31, 0, 3, 50, 6, 29, 59, 58, 25, 56, 41, 52, 61, 51, 19, 62, 27, 30, 28, 21, 40, 53, 44, 24, 13, 60, 11, 18, 15, 17, 35, 34, 4, 1, 37, 5, 26, 48, 14, 2, 20, 47, 42, 32, 22, 54, 43, 45, 16, 63, 55, 36, 33, 57, 12, 10, 39, 8, 9, 23, 38, 46, 7, 49]",0.2555,74,10
esc64a.dat,G-2swap,181,276,"[33, 13, 30, 2, 23, 22, 62, 37, 25, 1, 29, 47, 57, 59, 31, 42, 11, 9, 24, 54, 4, 45, 60, 40, 16, 46, 56, 49, 63, 26, 28, 27, 8, 51, 21, 17, 35, 55, 52, 3, 15, 50, 38, 10, 34, 39, 7, 5, 36, 19, 6, 43, 41, 18, 58, 32, 12, 0, 61, 20, 44, 48, 14, 53]",232,"[37, 26, 52, 49, 48, 3, 44, 34, 20, 19, 24, 41, 42, 8, 29, 43, 22, 25, 1, 40, 13, 14, 12, 59, 15, 10, 31, 61, 60, 55, 27, 63, 54, 18, 58, 36, 16, 47, 30, 56, 4, 50, 45, 9, 33, 35, 28, 51, 57, 32, 39, 62, 21, 46, 0, 53, 17, 11, 5, 23, 2, 38, 7, 6]",0.2524,74,10
esc64a.dat,G-2swap,182,294,"[32, 39, 5, 9, 41, 57, 30, 38, 53, 8, 42, 50, 48, 24, 55, 35, 11, 26, 21, 61, 14, 12, 43, 60, 56, 16, 52, 49, 6, 2, 10, 58, 46, 25, 37, 22, 33, 28, 17, 36, 62, 45, 31, 13, 20, 7, 29, 15, 19, 54, 51, 0, 40, 59, 34, 18, 3, 44, 1, 4, 47, 27, 23, 63]",228,"[27, 19, 43, 16, 11, 21, 60, 57, 17, 26, 6, 31, 32, 12, 4, 35, 10, 63, 38, 20, 42, 52, 39, 49, 50, 53, 3, 56, 51, 62, 29, 41, 46, 40, 34, 25, 15, 36, 7, 18, 2, 24, 58, 23, 1, 14, 28, 22, 45, 48, 61, 0, 5, 47, 55, 54, 44, 37, 8, 33, 30, 59, 13, 9]",0.2924,79,10
esc64a.dat,G-2swap,183,278,"[56, 12, 2, 13, 49, 15, 7, 57, 9, 39, 31, 30, 50, 34, 5, 46, 35, 44, 0, 59, 63, 51, 3, 40, 53, 36, 16, 11, 48, 19, 20, 18, 21, 37, 1, 47, 43, 28, 61, 23, 27, 42, 55, 54, 60, 32, 29, 45, 25, 62, 26, 8, 22, 24, 6, 52, 38, 58, 14, 41, 33, 10, 17, 4]",232,"[26, 36, 14, 59, 44, 63, 8, 20, 19, 25, 40, 46, 3, 27, 9, 31, 29, 47, 57, 4, 2, 34, 1, 49, 42, 60, 7, 45, 16, 24, 11, 61, 43, 54, 48, 62, 0, 10, 35, 30, 23, 12, 28, 21, 39, 17, 22, 15, 6, 51, 38, 56, 13, 52, 55, 53, 37, 41, 32, 33, 18, 58, 50, 5]",0.288,71,10
esc64a.dat,G-2swap,184,292,"[39, 7, 55, 59, 30, 37, 52, 40, 33, 1, 9, 16, 42, 0, 46, 63, 58, 61, 49, 22, 51, 2, 36, 45, 35, 3, 54, 29, 34, 6, 19, 57, 32, 18, 23, 11, 28, 10, 27, 41, 31, 20, 60, 50, 43, 13, 48, 53, 17, 25, 15, 8, 14, 21, 47, 12, 62, 4, 38, 5, 44, 24, 26, 56]",214,"[34, 36, 20, 37, 18, 44, 4, 53, 58, 47, 14, 10, 38, 15, 11, 0, 29, 28, 57, 31, 55, 12, 48, 24, 25, 54, 26, 19, 60, 21, 3, 49, 9, 52, 16, 59, 45, 27, 22, 50, 43, 30, 1, 35, 5, 39, 2, 56, 61, 42, 62, 51, 13, 17, 46, 7, 40, 23, 41, 33, 32, 8, 6, 63]",0.2833,75,10
esc64a.dat,G-2swap,185,264,"[9, 2, 46, 48, 45, 11, 62, 58, 0, 63, 13, 20, 19, 38, 34, 5, 57, 51, 29, 16, 15, 39, 30, 36, 8, 33, 50, 3, 42, 54, 26, 61, 47, 43, 21, 25, 14, 32, 18, 41, 1, 4, 37, 28, 60, 56, 31, 24, 23, 52, 59, 55, 12, 7, 53, 6, 40, 49, 10, 27, 35, 22, 17, 44]",250,"[55, 1, 35, 10, 50, 17, 8, 52, 42, 63, 26, 30, 39, 61, 43, 5, 29, 18, 34, 28, 54, 41, 46, 51, 62, 44, 12, 19, 36, 6, 0, 7, 22, 27, 49, 16, 59, 20, 13, 53, 25, 2, 33, 15, 57, 47, 11, 38, 37, 60, 45, 9, 48, 4, 58, 23, 31, 21, 3, 40, 32, 24, 14, 56]",0.2349,57,10
esc64a.dat,G-2swap,186,274,"[10, 19, 9, 53, 47, 22, 34, 3, 39, 8, 36, 35, 0, 24, 48, 15, 49, 41, 56, 37, 20, 54, 4, 46, 1, 52, 60, 51, 30, 13, 23, 40, 62, 58, 17, 26, 32, 29, 25, 31, 12, 27, 57, 38, 42, 14, 21, 55, 6, 59, 11, 44, 33, 7, 18, 5, 45, 28, 16, 43, 2, 61, 50, 63]",258,"[18, 52, 41, 11, 42, 25, 34, 60, 5, 47, 4, 0, 24, 13, 46, 38, 6, 57, 27, 43, 9, 63, 21, 26, 61, 22, 8, 54, 2, 35, 16, 49, 12, 53, 17, 51, 48, 37, 1, 62, 32, 3, 28, 29, 14, 15, 19, 20, 50, 10, 30, 23, 59, 40, 55, 44, 56, 7, 39, 45, 31, 33, 58, 36]",0.2858,82,10
esc64a.dat,G-2swap,187,250,"[5, 56, 23, 24, 44, 52, 50, 16, 43, 58, 15, 28, 3, 14, 10, 7, 62, 17, 12, 4, 49, 27, 6, 45, 34, 41, 36, 19, 37, 31, 0, 38, 21, 25, 20, 29, 2, 1, 63, 26, 39, 55, 11, 42, 33, 35, 47, 53, 48, 30, 13, 51, 40, 61, 54, 59, 18, 60, 46, 32, 8, 22, 9, 57]",222,"[20, 7, 39, 57, 37, 22, 23, 10, 62, 26, 3, 44, 15, 34, 51, 54, 27, 55, 36, 59, 18, 40, 21, 6, 63, 33, 45, 49, 12, 50, 17, 46, 2, 25, 5, 31, 42, 28, 41, 43, 13, 60, 38, 35, 29, 32, 0, 47, 14, 9, 61, 48, 30, 52, 8, 19, 53, 56, 4, 58, 11, 16, 1, 24]",0.2288,57,10
esc64a.dat,G-2swap,188,306,"[62, 41, 4, 20, 35, 16, 21, 63, 11, 1, 53, 24, 33, 29, 14, 30, 47, 57, 2, 60, 27, 39, 44, 48, 32, 26, 54, 15, 9, 37, 51, 42, 19, 40, 6, 46, 36, 17, 13, 23, 7, 5, 58, 10, 38, 28, 59, 25, 12, 31, 18, 3, 50, 61, 49, 43, 56, 52, 55, 8, 34, 45, 0, 22]",246,"[8, 42, 32, 59, 7, 33, 0, 48, 56, 34, 58, 10, 43, 55, 21, 3, 35, 47, 37, 4, 11, 28, 63, 2, 40, 62, 30, 14, 12, 26, 16, 15, 22, 41, 44, 1, 23, 31, 25, 27, 54, 46, 60, 6, 19, 51, 49, 57, 18, 61, 13, 52, 20, 53, 17, 36, 9, 29, 38, 45, 5, 50, 39, 24]",0.2603,80,10
esc64a.dat,G-2swap,189,268,"[46, 19, 37, 24, 26, 17, 0, 41, 1, 44, 15, 20, 62, 31, 13, 39, 6, 21, 8, 30, 7, 23, 14, 42, 47, 18, 4, 11, 57, 48, 52, 54, 9, 5, 58, 55, 49, 59, 34, 3, 40, 45, 60, 43, 2, 12, 56, 28, 29, 33, 61, 16, 35, 51, 10, 50, 25, 63, 32, 22, 53, 27, 36, 38]",230,"[36, 51, 48, 46, 45, 10, 20, 47, 63, 14, 37, 62, 24, 4, 32, 16, 33, 34, 52, 7, 31, 61, 28, 30, 56, 57, 13, 18, 21, 23, 26, 49, 39, 3, 53, 8, 1, 27, 25, 22, 15, 9, 59, 40, 0, 38, 35, 12, 5, 55, 44, 50, 43, 54, 58, 29, 6, 11, 60, 17, 42, 41, 19, 2]",0.2582,68,10
esc64a.dat,G-2swap,190,266,"[10, 47, 5, 38, 44, 62, 3, 31, 4, 25, 29, 24, 14, 57, 30, 11, 40, 56, 51, 50, 55, 34, 61, 26, 48, 20, 15, 28, 7, 41, 52, 32, 9, 0, 6, 27, 43, 8, 1, 23, 16, 49, 12, 22, 53, 63, 59, 35, 42, 60, 19, 17, 37, 36, 2, 46, 33, 18, 54, 58, 45, 39, 13, 21]",206,"[21, 45, 25, 1, 55, 18, 5, 50, 6, 29, 58, 33, 27, 49, 61, 20, 62, 48, 22, 19, 10, 57, 14, 41, 26, 12, 15, 51, 56, 53, 2, 0, 4, 36, 38, 24, 59, 13, 46, 9, 28, 16, 39, 52, 47, 54, 44, 32, 63, 34, 35, 8, 43, 17, 40, 23, 11, 3, 42, 60, 30, 7, 31, 37]",0.2904,94,10
esc64a.dat,G-2swap,191,234,"[14, 29, 15, 59, 39, 24, 1, 32, 57, 62, 26, 38, 12, 56, 60, 5, 46, 17, 0, 51, 8, 10, 2, 21, 42, 25, 11, 44, 50, 6, 31, 52, 36, 20, 49, 54, 45, 55, 7, 47, 4, 16, 28, 40, 58, 3, 9, 33, 27, 41, 43, 63, 30, 48, 34, 37, 23, 13, 19, 18, 22, 35, 53, 61]",230,"[14, 29, 15, 59, 39, 24, 1, 32, 57, 62, 26, 38, 12, 56, 60, 5, 10, 17, 0, 51, 8, 46, 2, 21, 42, 25, 11, 44, 50, 6, 31, 52, 36, 20, 49, 54, 45, 55, 7, 47, 4, 16, 28, 40, 58, 3, 9, 33, 27, 41, 43, 63, 30, 48, 34, 37, 23, 13, 19, 18, 22, 35, 53, 61]",0.2205,59,10
esc64a.dat,G-2swap,192,266,"[29, 32, 31, 9, 33, 62, 57, 1, 5, 61, 28, 45, 59, 36, 25, 18, 12, 22, 10, 6, 20, 38, 26, 27, 46, 8, 15, 39, 35, 3, 52, 19, 44, 43, 50, 13, 21, 14, 4, 2, 17, 58, 34, 53, 37, 24, 0, 41, 54, 48, 11, 51, 23, 40, 7, 56, 30, 42, 55, 49, 60, 63, 47, 16]",228,"[42, 34, 29, 24, 43, 63, 38, 0, 56, 45, 1, 48, 52, 47, 13, 36, 41, 17, 7, 30, 40, 57, 53, 32, 8, 27, 23, 28, 10, 21, 25, 14, 15, 61, 39, 20, 60, 44, 18, 55, 54, 16, 62, 9, 12, 31, 11, 46, 58, 5, 2, 3, 33, 4, 22, 19, 26, 59, 37, 6, 49, 50, 35, 51]",0.3371,67,10
esc64a.dat,G-2swap,193,270,"[51, 14, 32, 10, 56, 26, 21, 42, 9, 46, 37, 29, 8, 16, 33, 54, 19, 53, 39, 40, 15, 52, 12, 48, 58, 44, 62, 11, 63, 7, 22, 43, 5, 25, 20, 6, 38, 36, 35, 61, 0, 60, 30, 59, 31, 41, 1, 57, 50, 24, 4, 23, 34, 3, 2, 13, 28, 47, 45, 49, 27, 55, 18, 17]",202,"[50, 57, 4, 13, 11, 35, 5, 9, 32, 40, 43, 51, 21, 45, 36, 8, 49, 38, 34, 0, 53, 15, 7, 58, 54, 1, 19, 14, 60, 2, 62, 46, 27, 29, 28, 47, 33, 42, 56, 25, 30, 44, 6, 41, 12, 52, 17, 3, 22, 63, 39, 10, 16, 55, 23, 48, 18, 31, 24, 20, 37, 59, 26, 61]",0.2411,63,10
esc64a.dat,G-2swap,194,262,"[40, 59, 51, 2, 24, 53, 56, 26, 22, 39, 35, 61, 25, 15, 20, 42, 37, 12, 62, 29, 0, 21, 32, 18, 1, 57, 31, 23, 9, 27, 38, 11, 30, 48, 55, 16, 33, 17, 63, 34, 49, 4, 19, 60, 45, 36, 6, 43, 10, 3, 8, 5, 54, 28, 58, 44, 7, 41, 13, 47, 52, 14, 50, 46]",232,"[54, 51, 0, 34, 7, 32, 14, 57, 3, 41, 59, 46, 22, 42, 55, 23, 33, 44, 11, 39, 47, 35, 24, 45, 15, 13, 48, 21, 18, 19, 56, 53, 50, 4, 29, 17, 49, 61, 37, 30, 12, 52, 62, 58, 2, 36, 28, 43, 38, 1, 26, 60, 16, 31, 8, 63, 40, 25, 10, 20, 9, 27, 5, 6]",0.2154,57,10
esc64a.dat,G-2swap,195,276,"[2, 16, 54, 28, 55, 59, 20, 29, 23, 33, 27, 46, 22, 8, 32, 37, 7, 3, 43, 49, 51, 9, 1, 42, 15, 36, 56, 30, 44, 6, 58, 13, 60, 57, 34, 50, 10, 17, 31, 45, 38, 5, 52, 19, 40, 4, 47, 24, 11, 41, 14, 53, 48, 61, 62, 35, 18, 39, 26, 63, 0, 21, 12, 25]",262,"[11, 44, 43, 5, 52, 59, 25, 56, 38, 47, 0, 18, 2, 48, 55, 63, 40, 37, 21, 61, 36, 49, 17, 42, 45, 26, 29, 31, 39, 1, 9, 53, 35, 4, 41, 24, 28, 58, 27, 46, 51, 12, 10, 60, 57, 22, 19, 7, 6, 16, 13, 3, 34, 15, 62, 33, 50, 14, 8, 23, 32, 54, 20, 30]",0.263,84,10
esc64a.dat,G-2swap,196,268,"[21, 38, 36, 60, 25, 4, 7, 22, 61, 47, 27, 8, 43, 1, 16, 5, 24, 46, 44, 62, 13, 6, 54, 17, 9, 31, 2, 14, 37, 11, 58, 23, 3, 59, 15, 40, 0, 51, 18, 55, 35, 26, 49, 57, 63, 45, 39, 50, 19, 28, 34, 10, 29, 20, 32, 41, 52, 33, 42, 53, 56, 48, 30, 12]",234,"[16, 45, 34, 23, 29, 44, 9, 4, 37, 0, 24, 58, 59, 14, 8, 11, 54, 20, 52, 19, 50, 48, 25, 53, 51, 31, 40, 12, 15, 62, 43, 30, 47, 63, 22, 10, 5, 17, 42, 32, 36, 46, 2, 39, 56, 6, 21, 27, 33, 18, 35, 49, 41, 38, 13, 60, 55, 1, 3, 57, 7, 28, 26, 61]",0.31,101,10
esc64a.dat,G-2swap,197,274,"[13, 62, 9, 42, 6, 1, 32, 10, 41, 29, 25, 30, 34, 8, 33, 31, 0, 18, 61, 39, 51, 48, 46, 22, 17, 53, 20, 2, 3, 15, 60, 40, 49, 14, 16, 56, 37, 50, 26, 4, 36, 28, 54, 38, 24, 7, 43, 55, 44, 23, 57, 52, 21, 63, 45, 59, 5, 47, 11, 19, 12, 58, 35, 27]",220,"[29, 25, 5, 50, 8, 11, 1, 47, 19, 35, 58, 14, 55, 7, 43, 33, 23, 44, 9, 24, 48, 3, 56, 12, 49, 28, 53, 17, 0, 42, 60, 21, 51, 63, 15, 62, 39, 45, 52, 36, 16, 54, 6, 27, 38, 26, 2, 31, 30, 59, 57, 18, 20, 13, 40, 10, 22, 4, 34, 46, 41, 61, 32, 37]",0.3519,119,10
esc64a.dat,G-2swap,198,268,"[24, 1, 62, 41, 53, 9, 30, 37, 0, 61, 34, 42, 11, 29, 63, 49, 47, 43, 40, 33, 19, 50, 13, 6, 17, 27, 60, 12, 10, 58, 21, 52, 46, 4, 26, 14, 38, 54, 57, 48, 31, 32, 8, 20, 51, 59, 15, 16, 56, 2, 5, 18, 28, 22, 45, 39, 36, 23, 35, 7, 44, 25, 3, 55]",248,"[11, 5, 37, 47, 23, 63, 14, 45, 54, 60, 46, 29, 3, 39, 57, 43, 38, 20, 9, 17, 35, 51, 33, 26, 55, 4, 24, 10, 48, 28, 8, 21, 49, 44, 13, 34, 40, 7, 58, 1, 53, 52, 16, 32, 31, 62, 12, 27, 2, 0, 41, 36, 50, 22, 42, 6, 25, 56, 15, 30, 18, 61, 19, 59]",0.261,77,10
esc64a.dat,G-2swap,199,288,"[22, 30, 18, 57, 21, 7, 61, 51, 1, 15, 8, 33, 0, 58, 4, 59, 63, 50, 6, 26, 3, 53, 41, 16, 9, 37, 34, 13, 46, 44, 17, 54, 55, 32, 39, 49, 45, 60, 56, 20, 36, 52, 14, 5, 28, 10, 35, 12, 25, 24, 43, 40, 47, 42, 23, 62, 38, 27, 2, 19, 29, 48, 11, 31]",242,"[32, 60, 27, 5, 33, 35, 43, 21, 62, 3, 47, 48, 20, 39, 34, 55, 42, 7, 18, 59, 44, 24, 22, 19, 61, 63, 16, 37, 31, 53, 36, 51, 4, 11, 10, 0, 58, 41, 52, 12, 29, 15, 17, 6, 28, 54, 38, 2, 8, 57, 25, 40, 50, 14, 23, 9, 30, 13, 45, 46, 56, 49, 1, 26]",0.2558,73,10
esc64a.dat,G-2swap,200,266,"[33, 25, 63, 7, 47, 18, 15, 48, 10, 0, 6, 54, 30, 1, 46, 19, 23, 29, 16, 60, 44, 37, 28, 14, 17, 22, 56, 53, 26, 3, 41, 21, 13, 45, 49, 24, 38, 35, 4, 20, 39, 12, 61, 36, 5, 58, 52, 62, 34, 43, 42, 59, 51, 27, 32, 50, 40, 2, 31, 9, 8, 55, 57, 11]",234,"[19, 17, 9, 0, 27, 60, 8, 4, 37, 46, 5, 57, 21, 34, 45, 56, 2, 52, 6, 40, 16, 49, 28, 20, 24, 42, 3, 10, 33, 11, 32, 58, 30, 29, 26, 1, 62, 38, 61, 55, 43, 22, 63, 54, 35, 36, 7, 59, 14, 48, 53, 47, 39, 13, 31, 51, 12, 23, 15, 18, 44, 25, 50, 41]",0.2272,61,10
esc64a.dat,S-2swap,1,264,"[9, 32, 58, 14, 16, 46, 50, 60, 4, 41, 1, 54, 48, 59, 40, 45, 44, 26, 39, 61, 33, 17, 42, 25, 18, 53, 7, 37, 29, 13, 20, 43, 24, 19, 56, 21, 15, 51, 5, 35, 12, 62, 6, 23, 28, 31, 11, 63, 10, 38, 22, 47, 36, 8, 55, 49, 30, 52, 3, 57, 34, 0, 27, 2]",116,"[37, 19, 33, 26, 39, 4, 34, 18, 5, 10, 30, 27, 45, 6, 22, 29, 12, 25, 14, 24, 55, 7, 43, 41, 44, 46, 56, 57, 52, 49, 36, 61, 20, 31, 16, 50, 0, 13, 58, 53, 1, 48, 51, 2, 42, 8, 38, 21, 15, 63, 32, 60, 62, 17, 54, 9, 35, 23, 11, 28, 40, 47, 3, 59]",541.0437,272181,125
esc64a.dat,S-2swap,2,266,"[49, 38, 4, 51, 21, 3, 39, 40, 22, 33, 1, 56, 53, 44, 12, 62, 11, 6, 35, 54, 57, 29, 46, 58, 28, 27, 9, 7, 60, 61, 26, 30, 43, 48, 8, 23, 0, 17, 16, 25, 19, 59, 45, 31, 14, 18, 36, 5, 55, 52, 42, 24, 32, 37, 15, 13, 2, 50, 34, 41, 20, 63, 10, 47]",116,"[41, 3, 48, 30, 28, 52, 25, 55, 9, 22, 21, 1, 57, 6, 4, 29, 20, 2, 53, 26, 37, 14, 31, 27, 10, 47, 24, 0, 61, 32, 39, 16, 50, 13, 51, 49, 23, 58, 8, 38, 33, 7, 45, 54, 34, 5, 56, 18, 12, 17, 44, 19, 62, 43, 15, 46, 36, 11, 40, 59, 35, 60, 42, 63]",569.5169,272181,125
esc64a.dat,S-2swap,3,244,"[11, 56, 9, 34, 10, 53, 29, 17, 16, 33, 15, 41, 5, 52, 49, 44, 51, 57, 1, 38, 19, 42, 48, 46, 27, 58, 43, 63, 40, 3, 55, 54, 24, 61, 20, 21, 36, 47, 13, 25, 4, 60, 12, 32, 62, 26, 28, 59, 50, 45, 0, 30, 8, 6, 23, 22, 39, 31, 2, 35, 18, 37, 14, 7]",116,"[22, 40, 0, 23, 52, 27, 56, 18, 44, 19, 2, 6, 35, 50, 34, 33, 42, 57, 26, 21, 15, 54, 41, 60, 38, 63, 29, 12, 17, 8, 37, 4, 39, 48, 55, 16, 51, 43, 13, 49, 62, 61, 14, 58, 36, 59, 32, 28, 46, 53, 11, 5, 47, 1, 45, 9, 25, 30, 7, 10, 20, 24, 3, 31]",577.4815,266133,122
esc64a.dat,S-2swap,4,282,"[24, 3, 47, 10, 63, 53, 33, 2, 25, 42, 38, 60, 26, 29, 62, 55, 61, 15, 37, 5, 54, 39, 12, 49, 58, 0, 13, 28, 21, 43, 11, 41, 48, 57, 56, 51, 9, 46, 31, 23, 36, 35, 1, 16, 19, 45, 50, 8, 20, 4, 32, 17, 6, 30, 44, 52, 7, 59, 14, 40, 27, 22, 18, 34]",116,"[1, 24, 38, 29, 56, 51, 54, 55, 3, 21, 17, 26, 4, 53, 61, 18, 63, 58, 19, 28, 43, 37, 47, 9, 42, 7, 60, 44, 22, 36, 59, 46, 30, 32, 14, 39, 23, 40, 52, 10, 41, 5, 16, 49, 25, 31, 13, 15, 62, 35, 0, 11, 33, 48, 12, 20, 34, 6, 57, 45, 27, 50, 8, 2]",568.9895,270165,124
